,index_type,M,efConstruction,ef,recall,query_per_sec,loss
5338,HNSW,14,258,10700,100.0,2702.9682807686854,-2697.9682807686854
5339,HNSW,14,258,10800,100.0,2670.816724188433,-2665.816724188433
5340,HNSW,14,258,10900,100.0,2713.934272421982,-2708.934272421982
5341,HNSW,14,258,11000,100.0,2701.279698076267,-2696.279698076267
5342,HNSW,14,258,11100,100.0,2719.2303203972874,-2714.2303203972874
5343,HNSW,14,258,11200,100.0,2710.6368953371893,-2705.6368953371893
5344,HNSW,14,258,11300,100.0,2675.1946933699014,-2670.1946933699014
5345,HNSW,14,258,11400,100.0,2674.154265967892,-2669.154265967892
5346,HNSW,14,258,11500,100.0,2023.6041086703751,-2018.6041086703751
5347,HNSW,14,258,11600,100.0,2351.884623579944,-2346.884623579944
5348,HNSW,14,258,11700,100.0,2816.9542294905805,-2811.9542294905805
5349,HNSW,14,258,11800,100.0,2739.4414400292603,-2734.4414400292603
5350,HNSW,14,258,11900,100.0,2757.37877353529,-2752.37877353529
5351,HNSW,14,258,12000,100.0,2727.8074414188254,-2722.8074414188254
5352,HNSW,14,258,12100,100.0,2761.2634794401506,-2756.2634794401506
5353,HNSW,14,258,12200,100.0,2655.6985107891805,-2650.6985107891805
5354,HNSW,14,258,12300,100.0,2218.6097931246068,-2213.6097931246068
5355,HNSW,14,258,12400,100.0,2816.481332258931,-2811.481332258931
5356,HNSW,14,258,12500,100.0,2724.033927805993,-2719.033927805993
5357,HNSW,14,258,12600,100.0,2722.530978391396,-2717.530978391396
5358,HNSW,14,258,12700,100.0,2704.205592412784,-2699.205592412784
5359,HNSW,14,258,12800,100.0,2740.748194857385,-2735.748194857385
5360,HNSW,14,258,12900,100.0,2707.522286702859,-2702.522286702859
5361,HNSW,14,258,13000,100.0,2690.329243183261,-2685.329243183261
5362,HNSW,14,258,13100,100.0,2592.9339325787128,-2587.9339325787128
5363,HNSW,14,258,13200,100.0,2658.408493107273,-2653.408493107273
5364,HNSW,14,258,13300,100.0,2903.4764429799666,-2898.4764429799666
5365,HNSW,14,258,13400,100.0,2810.1221383251705,-2805.1221383251705
5366,HNSW,14,258,13500,100.0,2505.168850716137,-2500.168850716137
5367,HNSW,14,258,13600,100.0,2773.900506593653,-2768.900506593653
5368,HNSW,14,258,13700,100.0,2699.7669897913206,-2694.7669897913206
5369,HNSW,14,258,13800,100.0,2018.977202711029,-2013.977202711029
5370,HNSW,14,258,13900,100.0,2239.004105077164,-2234.004105077164
5371,HNSW,14,258,14000,100.0,2648.9894907033145,-2643.9894907033145
5372,HNSW,14,258,14100,100.0,2438.9742396929696,-2433.9742396929696
5373,HNSW,14,258,14200,100.0,2831.043373786736,-2826.043373786736
5374,HNSW,14,258,14300,100.0,2768.170328473657,-2763.170328473657
5375,HNSW,14,258,14400,100.0,2743.060442363282,-2738.060442363282
5376,HNSW,14,258,14500,100.0,2430.085921702907,-2425.085921702907
5377,HNSW,14,258,14600,100.0,2316.719047750559,-2311.719047750559
5378,HNSW,14,258,14700,100.0,2627.8124451795607,-2622.8124451795607
5379,HNSW,14,258,14800,100.0,2498.974624793704,-2493.974624793704
5380,HNSW,14,258,14900,100.0,2790.7328303192407,-2785.7328303192407
5381,HNSW,14,258,15000,100.0,2681.3343050388044,-2676.3343050388044
5382,HNSW,14,258,15100,100.0,2636.4844393319377,-2631.4844393319377
5383,HNSW,14,258,15200,100.0,2722.354269840137,-2717.354269840137
5384,HNSW,14,258,15300,100.0,2675.945668331834,-2670.945668331834
5385,HNSW,14,258,15400,100.0,2699.402107105851,-2694.402107105851
5386,HNSW,14,258,15500,100.0,2698.759458485613,-2693.759458485613
5387,HNSW,14,258,15600,100.0,2723.202680154005,-2718.202680154005
5388,HNSW,14,258,15700,100.0,2783.45444530716,-2778.45444530716
5389,HNSW,14,258,15800,100.0,2719.2479496904275,-2714.2479496904275
5390,HNSW,14,258,15900,100.0,2703.560654892355,-2698.560654892355
5391,HNSW,14,258,16000,100.0,2704.7985090508096,-2699.7985090508096
5392,HNSW,14,258,16100,100.0,2204.917334735182,-2199.917334735182
5393,HNSW,14,258,16200,100.0,2282.15488581891,-2277.15488581891
5394,HNSW,14,258,16300,100.0,2792.758264806738,-2787.758264806738
5395,HNSW,14,258,16400,100.0,2739.334090938777,-2734.334090938777
5396,HNSW,14,258,16500,100.0,2720.9590782883984,-2715.9590782883984
5397,HNSW,14,258,16600,100.0,2698.967851535353,-2693.967851535353
5398,HNSW,14,258,16700,100.0,2635.440779139177,-2630.440779139177
5399,HNSW,14,258,16800,100.0,2380.6789608414074,-2375.6789608414074
5400,HNSW,14,258,16900,100.0,2202.948606843667,-2197.948606843667
5401,HNSW,14,258,17000,100.0,2677.158358332801,-2672.158358332801
5402,HNSW,14,258,17100,100.0,2635.904526086902,-2630.904526086902
5403,HNSW,14,258,17200,100.0,2671.293005719235,-2666.293005719235
5404,HNSW,14,258,17300,100.0,2566.893512851897,-2561.893512851897
5405,HNSW,14,258,17400,100.0,2837.382545341388,-2832.382545341388
5406,HNSW,14,258,17500,100.0,2646.1651052017287,-2641.1651052017287
5407,HNSW,14,258,17600,100.0,2716.7292794776795,-2711.7292794776795
5408,HNSW,14,258,17700,100.0,2776.9491525423728,-2771.9491525423728
5409,HNSW,14,258,17800,100.0,2730.2933843680225,-2725.2933843680225
5410,HNSW,14,258,17900,100.0,2710.6719316500034,-2705.6719316500034
5411,HNSW,14,258,18000,100.0,2719.847481697155,-2714.847481697155
5412,HNSW,14,258,18100,100.0,2675.6554689393843,-2670.6554689393843
5413,HNSW,14,258,18200,100.0,2815.6116160734664,-2810.6116160734664
5414,HNSW,14,258,18300,100.0,2721.329812427414,-2716.329812427414
5415,HNSW,14,258,18400,100.0,2116.272522238424,-2111.272522238424
5416,HNSW,14,258,18500,100.0,2763.264553192611,-2758.264553192611
5417,HNSW,14,258,18600,100.0,2675.5530606516804,-2670.5530606516804
5418,HNSW,14,258,18700,100.0,2678.3892514591503,-2673.3892514591503
5419,HNSW,14,258,18800,100.0,2682.0029797873226,-2677.0029797873226
5420,HNSW,14,258,18900,100.0,2644.763508187832,-2639.763508187832
5421,HNSW,14,258,19000,100.0,2666.6395402065,-2661.6395402065
5422,HNSW,14,258,19100,100.0,2187.472749840932,-2182.472749840932
5423,HNSW,14,258,19200,100.0,2165.8528524806875,-2160.8528524806875
5424,HNSW,14,258,19300,100.0,2692.436176427164,-2687.436176427164
5425,HNSW,14,258,19400,100.0,2649.0731442358097,-2644.0731442358097
5426,HNSW,14,258,19500,100.0,2625.96979790138,-2620.96979790138
5427,HNSW,14,258,19600,100.0,2605.9508794602084,-2600.9508794602084
5428,HNSW,14,258,19700,100.0,2605.0445011707566,-2600.0445011707566
5429,HNSW,14,258,19800,100.0,2579.3165368082505,-2574.3165368082505
5430,HNSW,14,258,19900,100.0,2610.654732635798,-2605.654732635798
5431,HNSW,14,258,20000,100.0,2594.489737848103,-2589.489737848103
5432,HNSW,14,258,20100,100.0,2691.572280226656,-2686.572280226656
5433,HNSW,14,258,20200,100.0,2703.003119119429,-2698.003119119429
5434,HNSW,14,258,20300,100.0,2692.851043612807,-2687.851043612807
5435,HNSW,14,258,20400,100.0,2702.898606761268,-2697.898606761268
5436,HNSW,14,258,20500,100.0,2627.252796812949,-2622.252796812949
5437,HNSW,14,258,20600,100.0,2424.383110314731,-2419.383110314731
5438,HNSW,14,258,20700,100.0,2198.353189058299,-2193.353189058299
5439,HNSW,14,258,20800,100.0,2746.2933619684927,-2741.2933619684927
5440,HNSW,14,258,20900,100.0,2708.011750653711,-2703.011750653711
5441,HNSW,14,258,21000,100.0,2683.83926286153,-2678.83926286153
5442,HNSW,14,258,21100,100.0,2664.3527311765115,-2659.3527311765115
5443,HNSW,14,258,21200,100.0,2709.76128177795,-2704.76128177795
5444,HNSW,14,258,21300,100.0,2706.2120938395237,-2701.2120938395237
5445,HNSW,14,258,21400,100.0,2049.5611891870763,-2044.5611891870763
5446,HNSW,14,258,21500,100.0,2369.1144989013846,-2364.1144989013846
5447,HNSW,14,258,21600,100.0,2698.377488130316,-2693.377488130316
5448,HNSW,14,258,21700,100.0,2665.75823058345,-2660.75823058345
5449,HNSW,14,258,21800,100.0,2649.7258231622573,-2644.7258231622573
5450,HNSW,14,258,21900,100.0,2647.367656990652,-2642.367656990652
5451,HNSW,14,258,22000,100.0,2664.7589883036107,-2659.7589883036107
5452,HNSW,14,258,22100,100.0,2662.5261059727927,-2657.5261059727927
5453,HNSW,14,258,22200,100.0,2621.571078553928,-2616.571078553928
5454,HNSW,14,258,22300,100.0,2448.856815899484,-2443.856815899484
5455,HNSW,14,258,22400,100.0,2727.5590960819377,-2722.5590960819377
5456,HNSW,14,258,22500,100.0,2802.367875993853,-2797.367875993853
5457,HNSW,14,258,22600,100.0,2652.2391268606693,-2647.2391268606693
5458,HNSW,14,258,22700,100.0,2662.002259428035,-2657.002259428035
5459,HNSW,14,258,22800,100.0,2600.6349206349205,-2595.6349206349205
5460,HNSW,14,258,22900,100.0,2140.6718588912595,-2135.6718588912595
5461,HNSW,14,258,23000,100.0,2219.138016782536,-2214.138016782536
5462,HNSW,14,258,23100,100.0,2718.38438306091,-2713.38438306091
5463,HNSW,14,258,23200,100.0,2723.1142794073726,-2718.1142794073726
5464,HNSW,14,258,23300,100.0,2653.7158186442607,-2648.7158186442607
5465,HNSW,14,258,23400,100.0,2795.19639596412,-2790.19639596412
5466,HNSW,14,258,23500,100.0,2711.8461717507403,-2706.8461717507403
5467,HNSW,14,258,23600,100.0,2705.95020741534,-2700.95020741534
5468,HNSW,14,258,23700,100.0,1954.6939079859817,-1949.6939079859817
5469,HNSW,14,258,23800,100.0,2538.72516085296,-2533.72516085296
5470,HNSW,14,258,23900,100.0,2660.364457468333,-2655.364457468333
5471,HNSW,14,258,24000,100.0,2635.175854139703,-2630.175854139703
5472,HNSW,14,258,24100,100.0,2625.838279117522,-2620.838279117522
5473,HNSW,14,258,24200,100.0,2629.9379871208844,-2624.9379871208844
5474,HNSW,14,258,24300,100.0,2612.0854689144503,-2607.0854689144503
5475,HNSW,14,258,24400,100.0,2611.678850297015,-2606.678850297015
5476,HNSW,14,258,24500,100.0,2644.7968622900994,-2639.7968622900994
5477,HNSW,14,258,24600,100.0,2653.58150599132,-2648.58150599132
5478,HNSW,14,258,24700,100.0,2659.993277566733,-2654.993277566733
5479,HNSW,14,258,24800,100.0,2732.837279610107,-2727.837279610107
5480,HNSW,14,258,24900,100.0,2671.2419674302782,-2666.2419674302782
5481,HNSW,14,258,25000,100.0,2697.7006245296734,-2692.7006245296734
5482,HNSW,14,258,25100,100.0,2698.169186233516,-2693.169186233516
5483,HNSW,14,258,25200,100.0,1940.980693408363,-1935.980693408363
5484,HNSW,14,258,25300,100.0,2184.226176527259,-2179.226176527259
5485,HNSW,14,258,25400,100.0,2828.962047172929,-2823.962047172929
5486,HNSW,14,258,25500,100.0,2749.5699601426472,-2744.5699601426472
5487,HNSW,14,258,25600,100.0,2699.714857654109,-2694.714857654109
5488,HNSW,14,258,25700,100.0,2681.677173509968,-2676.677173509968
5489,HNSW,14,258,25800,100.0,2613.827228197874,-2608.827228197874
5490,HNSW,14,258,25900,100.0,2494.085746565975,-2489.085746565975
5491,HNSW,14,258,26000,100.0,2101.818036040009,-2096.818036040009
5492,HNSW,14,258,26100,100.0,2731.5558450016283,-2726.5558450016283
5493,HNSW,14,258,26200,100.0,2752.926659578099,-2747.926659578099
5494,HNSW,14,258,26300,100.0,2703.5083761433,-2698.5083761433
5495,HNSW,14,258,26400,100.0,2682.08873143968,-2677.08873143968
5496,HNSW,14,258,26500,100.0,2623.8342487519863,-2618.8342487519863
5497,HNSW,14,258,26600,100.0,2589.172438485376,-2584.172438485376
5498,HNSW,14,258,26700,100.0,2651.0153904497047,-2646.0153904497047
5499,HNSW,14,258,26800,100.0,2700.6013778893825,-2695.6013778893825
5500,HNSW,14,258,26900,100.0,2608.3006852978124,-2603.3006852978124
5501,HNSW,14,258,27000,100.0,2720.041504539559,-2715.041504539559
5502,HNSW,14,258,27100,100.0,2702.776685891033,-2697.776685891033
5503,HNSW,14,258,27200,100.0,2700.7578830786665,-2695.7578830786665
5504,HNSW,14,258,27300,100.0,2623.801421279152,-2618.801421279152
5505,HNSW,14,258,27400,100.0,2669.660747247152,-2664.660747247152
5506,HNSW,14,258,27500,100.0,2354.842404302862,-2349.842404302862
5507,HNSW,14,258,27600,100.0,2420.102590141422,-2415.102590141422
5508,HNSW,14,258,27700,100.0,2693.3698074193944,-2688.3698074193944
5509,HNSW,14,258,27800,100.0,2643.463354068584,-2638.463354068584
5510,HNSW,14,258,27900,100.0,2693.214157291827,-2688.214157291827
5511,HNSW,14,258,28000,100.0,2674.819363931457,-2669.819363931457
5512,HNSW,14,258,28100,100.0,2634.033974942695,-2629.033974942695
5513,HNSW,14,258,28200,100.0,2389.1136313148286,-2384.1136313148286
5514,HNSW,14,258,28300,100.0,2249.982029343132,-2244.982029343132
5515,HNSW,14,258,28400,100.0,2645.614300672394,-2640.614300672394
5516,HNSW,14,258,28500,100.0,2690.6916770377597,-2685.6916770377597
5517,HNSW,14,258,28600,100.0,2642.1977662007143,-2637.1977662007143
5518,HNSW,14,258,28700,100.0,2613.436351174528,-2608.436351174528
5519,HNSW,14,258,28800,100.0,2616.223903592213,-2611.223903592213
5520,HNSW,14,258,28900,100.0,2611.2073312705834,-2606.2073312705834
5521,HNSW,14,258,29000,100.0,2609.5827085679443,-2604.5827085679443
5522,HNSW,14,258,29100,100.0,2624.9344439785464,-2619.9344439785464
5523,HNSW,14,258,29200,100.0,2643.3800544519518,-2638.3800544519518
5524,HNSW,14,258,29300,100.0,2636.5507313792173,-2631.5507313792173
5525,HNSW,14,258,29400,100.0,2627.4009158277845,-2622.4009158277845
5526,HNSW,14,258,29500,100.0,2646.2318849723347,-2641.2318849723347
5527,HNSW,14,258,29600,100.0,2650.663565813089,-2645.663565813089
5528,HNSW,14,258,29700,100.0,2563.6144710865537,-2558.6144710865537
5529,HNSW,14,258,29800,100.0,2207.55165843851,-2202.55165843851
5530,HNSW,14,258,29900,100.0,2519.0863718536225,-2514.0863718536225
5531,HNSW,14,258,30000,100.0,2692.695453436565,-2687.695453436565
5532,HNSW,14,258,30100,100.0,2706.107333187091,-2701.107333187091
5533,HNSW,14,258,30200,100.0,2715.691466975726,-2710.691466975726
5534,HNSW,14,258,30300,100.0,2673.7962732760875,-2668.7962732760875
5535,HNSW,14,258,30400,100.0,2698.8115537310264,-2693.8115537310264
5536,HNSW,14,258,30500,100.0,2068.5236329203817,-2063.5236329203817
5537,HNSW,14,258,30600,100.0,2355.675621029929,-2350.675621029929
5538,HNSW,14,258,30700,100.0,2663.2699841891717,-2658.2699841891717
5539,HNSW,14,258,30800,100.0,2586.569805805485,-2581.569805805485
5540,HNSW,14,258,30900,100.0,2772.818563448253,-2767.818563448253
5541,HNSW,14,258,31000,100.0,2650.345328741588,-2645.345328741588
5542,HNSW,14,258,31100,100.0,2639.6203854044734,-2634.6203854044734
5543,HNSW,14,258,31200,100.0,2613.3549331754884,-2608.3549331754884
5544,HNSW,14,258,31300,100.0,2625.164452066369,-2620.164452066369
5545,HNSW,14,258,31400,100.0,2627.20342751912,-2622.20342751912
5546,HNSW,14,258,31500,100.0,2640.9001328539675,-2635.9001328539675
5547,HNSW,14,258,31600,100.0,2634.497226880728,-2629.497226880728
5548,HNSW,14,258,31700,100.0,2634.0505168494165,-2629.0505168494165
5549,HNSW,14,258,31800,100.0,2628.9159798176065,-2623.9159798176065
5550,HNSW,14,258,31900,100.0,2609.8262730847728,-2604.8262730847728
5551,HNSW,14,258,32000,100.0,2252.9672124102963,-2247.9672124102963
5552,HNSW,14,258,32100,100.0,2261.019379531549,-2256.019379531549
5553,HNSW,14,258,32200,100.0,2917.939085305617,-2912.939085305617
5554,HNSW,14,258,32300,100.0,2921.048269714254,-2916.048269714254
5555,HNSW,14,258,32400,100.0,2741.948642853408,-2736.948642853408
5556,HNSW,14,258,32500,100.0,2715.199223175271,-2710.199223175271
5557,HNSW,14,258,32600,100.0,2592.1807596751664,-2587.1807596751664
5558,HNSW,14,258,32700,100.0,2634.26558054528,-2629.26558054528
5559,HNSW,14,308,100,99.29,11888.279810662963,-11883.989810662963
5560,HNSW,14,308,200,99.97,14188.160476287125,-14183.190476287125
5561,HNSW,14,308,300,100.0,14752.572895782772,-14747.572895782772
5562,HNSW,14,308,400,100.0,13676.92959859132,-13671.92959859132
5563,HNSW,14,308,500,100.0,13232.495188819132,-13227.495188819132
5564,HNSW,14,308,600,100.0,12642.96608892238,-12637.96608892238
5565,HNSW,14,308,700,100.0,11910.5608405509,-11905.5608405509
5566,HNSW,14,308,800,100.0,11485.579714113588,-11480.579714113588
5567,HNSW,14,308,900,100.0,10898.825485916224,-10893.825485916224
5568,HNSW,14,308,1000,100.0,10651.389100512975,-10646.389100512975
