,index_type,M,efConstruction,ef,recall,query_per_sec,loss
909,HNSW,4,108,25600,99.95,3259.838652013741,-3254.888652013741
910,HNSW,4,108,25700,99.95,3256.92765237108,-3251.9776523710802
911,HNSW,4,108,25800,99.95,3080.671910921123,-3075.7219109211233
912,HNSW,4,108,25900,99.95,3194.881248000488,-3189.9312480004883
913,HNSW,4,108,26000,99.95,3062.541710780913,-3057.591710780913
914,HNSW,4,108,26100,99.95,3236.520491075907,-3231.5704910759073
915,HNSW,4,108,26200,99.95,3199.658239628946,-3194.708239628946
916,HNSW,4,108,26300,99.95,2909.437993368572,-2904.487993368572
917,HNSW,4,108,26400,99.95,3138.0632804375314,-3133.1132804375316
918,HNSW,4,108,26500,99.95,2536.5756895853115,-2531.6256895853116
919,HNSW,4,108,26600,99.95,2487.444475414989,-2482.494475414989
920,HNSW,4,108,26700,99.95,3110.140220526624,-3105.190220526624
921,HNSW,4,108,26800,99.95,3228.4737830598237,-3223.523783059824
922,HNSW,4,108,26900,99.95,3124.807414360854,-3119.8574143608544
923,HNSW,4,108,27000,99.95,2841.496114735551,-2836.5461147355513
924,HNSW,4,108,27100,99.95,3218.4900129681782,-3213.5400129681784
925,HNSW,4,108,27200,99.95,2997.794343627826,-2992.844343627826
926,HNSW,4,108,27300,99.95,2428.4678717417232,-2423.5178717417234
927,HNSW,4,108,27400,99.95,2607.149561466213,-2602.1995614662133
928,HNSW,4,108,27500,99.95,3152.497989432306,-3147.547989432306
929,HNSW,4,108,27600,99.95,3306.7675812046677,-3301.817581204668
930,HNSW,4,108,27700,99.95,2994.904604135725,-2989.9546041357253
931,HNSW,4,108,27800,99.95,2982.086029150373,-2977.1360291503734
932,HNSW,4,108,27900,99.95,3171.8081928658394,-3166.8581928658396
933,HNSW,4,108,28000,99.95,3214.026053639847,-3209.076053639847
934,HNSW,4,108,28100,99.95,3129.377005148101,-3124.427005148101
935,HNSW,4,108,28200,99.95,3116.6110611611025,-3111.6610611611027
936,HNSW,4,108,28300,99.95,3061.021872240427,-3056.071872240427
937,HNSW,4,108,28400,99.95,2980.856809847344,-2975.906809847344
938,HNSW,4,108,28500,99.95,2960.490132414805,-2955.540132414805
939,HNSW,4,108,28600,99.95,3200.5860448080093,-3195.6360448080095
940,HNSW,4,108,28700,99.95,3117.421809965513,-3112.4718099655133
941,HNSW,4,108,28800,99.95,3141.8007490636705,-3136.8507490636707
942,HNSW,4,108,28900,99.95,3032.253493634464,-3027.3034936344643
943,HNSW,4,108,29000,99.95,2610.8009859821227,-2605.850985982123
944,HNSW,4,108,29100,99.95,2598.0252970106912,-2593.0752970106914
945,HNSW,4,108,29200,99.95,3193.3488141916328,-3188.398814191633
946,HNSW,4,108,29300,99.95,3216.8361633917752,-3211.8861633917754
947,HNSW,4,108,29400,99.95,3093.943126913289,-3088.993126913289
948,HNSW,4,108,29500,99.95,3092.4831710032518,-3087.533171003252
949,HNSW,4,108,29600,99.95,3132.1813158091254,-3127.2313158091256
950,HNSW,4,108,29700,99.95,3037.0179427396347,-3032.067942739635
951,HNSW,4,108,29800,99.95,3063.0337464307363,-3058.0837464307365
952,HNSW,4,108,29900,99.95,2437.9676937474205,-2433.0176937474207
953,HNSW,4,108,30000,99.95,3006.023077474378,-3001.0730774743784
954,HNSW,4,108,30100,99.95,3252.608722625473,-3247.6587226254733
955,HNSW,4,108,30200,99.95,2995.41792835514,-2990.46792835514
956,HNSW,4,108,30300,99.95,3096.9815110165987,-3092.031511016599
957,HNSW,4,108,30400,99.95,3372.2776098282625,-3367.3276098282627
958,HNSW,4,108,30500,99.95,3373.525295584332,-3368.5752955843323
959,HNSW,4,108,30600,99.95,3306.324444059059,-3301.374444059059
960,HNSW,4,108,30700,99.95,3214.888284214157,-3209.938284214157
961,HNSW,4,108,30800,99.95,3095.6786159762046,-3090.7286159762048
962,HNSW,4,108,30900,99.95,3235.347115087936,-3230.397115087936
963,HNSW,4,108,31000,99.95,3183.145879817252,-3178.1958798172523
964,HNSW,4,108,31100,99.95,3175.578437310721,-3170.628437310721
965,HNSW,4,108,31200,99.95,3196.7074927404788,-3191.757492740479
966,HNSW,4,108,31300,99.95,3210.8275281328943,-3205.8775281328944
967,HNSW,4,108,31400,99.95,3149.5625924563155,-3144.6125924563157
968,HNSW,4,108,31500,99.95,3146.9159607751926,-3141.965960775193
969,HNSW,4,108,31600,99.95,2387.196357427433,-2382.2463574274334
970,HNSW,4,108,31700,99.95,2518.7989430699017,-2513.848943069902
971,HNSW,4,108,31800,99.95,3301.769632848416,-3296.8196328484164
972,HNSW,4,108,31900,99.95,3158.6706530006704,-3153.7206530006706
973,HNSW,4,108,32000,99.95,2803.4730066639486,-2798.5230066639488
974,HNSW,4,108,32100,99.95,2742.612027646455,-2737.662027646455
975,HNSW,4,108,32200,99.95,3023.6845330353603,-3018.7345330353605
976,HNSW,4,108,32300,99.95,2797.750755417998,-2792.800755417998
977,HNSW,4,108,32400,99.95,2601.7480196760766,-2596.798019676077
978,HNSW,4,108,32500,99.95,2578.729787888103,-2573.7797878881033
979,HNSW,4,108,32600,99.95,2954.692365132367,-2949.742365132367
980,HNSW,4,108,32700,99.95,3051.912218406193,-3046.962218406193
981,HNSW,4,158,100,89.78,12742.060333566242,509257.93966643367
982,HNSW,4,158,200,97.11,18331.748251748253,-18329.638251748253
983,HNSW,4,158,300,98.65,16633.502538071065,-16629.852538071063
984,HNSW,4,158,400,99.4,14979.122174208063,-14974.722174208064
985,HNSW,4,158,500,99.64,16385.280100007814,-16380.640100007815
986,HNSW,4,158,600,99.74,13442.851190666966,-13438.111190666967
987,HNSW,4,158,700,99.8,13124.836499045592,-13120.036499045593
988,HNSW,4,158,800,99.85,11803.303785000704,-11798.453785000704
989,HNSW,4,158,900,99.86,11526.296408255244,-11521.436408255244
990,HNSW,4,158,1000,99.9,11325.243688402865,-11320.343688402865
991,HNSW,4,158,1100,99.9,10743.056195891604,-10738.156195891605
992,HNSW,4,158,1200,99.92,10194.701278498858,-10189.781278498858
993,HNSW,4,158,1300,99.93,8528.99526201273,-8524.06526201273
994,HNSW,4,158,1400,99.93,8043.694384780608,-8038.7643847806075
995,HNSW,4,158,1500,99.93,8202.413219908087,-8197.483219908087
996,HNSW,4,158,1600,99.94,8744.50953820494,-8739.56953820494
997,HNSW,4,158,1700,99.94,8470.261319116282,-8465.321319116281
998,HNSW,4,158,1800,99.94,8292.252031395188,-8287.312031395188
999,HNSW,4,158,1900,99.94,8118.583899502545,-8113.6438995025455
1000,HNSW,4,158,2000,99.94,8759.850462605209,-8754.910462605209
1001,HNSW,4,158,2100,99.94,7287.724358417458,-7282.784358417458
1002,HNSW,4,158,2200,99.94,7922.600630890992,-7917.660630890992
1003,HNSW,4,158,2300,99.94,8489.978341396272,-8485.038341396272
1004,HNSW,4,158,2400,99.94,6269.981313999551,-6265.041313999552
1005,HNSW,4,158,2500,99.94,7027.871516898175,-7022.931516898176
1006,HNSW,4,158,2600,99.94,7125.535565635459,-7120.595565635459
1007,HNSW,4,158,2700,99.94,7034.944063333389,-7030.004063333389
1008,HNSW,4,158,2800,99.94,7285.825458588104,-7280.8854585881045
1009,HNSW,4,158,2900,99.94,7374.470778535762,-7369.530778535763
1010,HNSW,4,158,3000,99.94,7051.976394236428,-7047.036394236428
1011,HNSW,4,158,3100,99.94,6933.421496346745,-6928.481496346745
1012,HNSW,4,158,3200,99.94,5681.183290892344,-5676.243290892345
1013,HNSW,4,158,3300,99.94,5461.831156485618,-5456.891156485618
1014,HNSW,4,158,3400,99.94,6608.637559676682,-6603.697559676682
1015,HNSW,4,158,3500,99.94,6523.22622787645,-6518.2862278764505
1016,HNSW,4,158,3600,99.94,6637.607216331698,-6632.667216331698
1017,HNSW,4,158,3700,99.94,6720.779387258044,-6715.839387258045
1018,HNSW,4,158,3800,99.94,4810.091974586573,-4805.1519745865735
1019,HNSW,4,158,3900,99.94,6417.233782129743,-6412.293782129744
1020,HNSW,4,158,4000,99.94,5588.902954148733,-5583.962954148734
1021,HNSW,4,158,4100,99.94,5668.591199048546,-5663.651199048546
1022,HNSW,4,158,4200,99.94,4602.903767435225,-4597.963767435225
1023,HNSW,4,158,4300,99.94,4415.382186055815,-4410.442186055815
1024,HNSW,4,158,4400,99.94,5888.726027012608,-5883.786027012608
1025,HNSW,4,158,4500,99.94,5591.138008718024,-5586.1980087180245
1026,HNSW,4,158,4600,99.94,5015.31029534856,-5010.370295348561
1027,HNSW,4,158,4700,99.94,5430.01178100281,-5425.07178100281
1028,HNSW,4,158,4800,99.94,5618.249280021432,-5613.309280021433
1029,HNSW,4,158,4900,99.94,5277.115285414124,-5272.175285414124
1030,HNSW,4,158,5000,99.94,5435.359674472248,-5430.4196744722485
1031,HNSW,4,158,5100,99.94,4696.60601310117,-4691.66601310117
1032,HNSW,4,158,5200,99.94,5016.21001016564,-5011.27001016564
1033,HNSW,4,158,5300,99.94,5133.9755437776175,-5129.035543777618
1034,HNSW,4,158,5400,99.94,3952.7886155875976,-3947.8486155875976
1035,HNSW,4,158,5500,99.94,3726.150456629118,-3721.2104566291177
1036,HNSW,4,158,5600,99.94,4750.222544367306,-4745.282544367306
1037,HNSW,4,158,5700,99.94,4552.593075002714,-4547.653075002714
1038,HNSW,4,158,5800,99.94,4926.997850321277,-4922.057850321277
1039,HNSW,4,158,5900,99.94,4706.725169167237,-4701.785169167238
1040,HNSW,4,158,6000,99.94,4143.954947389221,-4139.014947389222
1041,HNSW,4,158,6100,99.94,4463.2125565309925,-4458.272556530993
1042,HNSW,4,158,6200,99.94,4321.307219171449,-4316.3672191714495
1043,HNSW,4,158,6300,99.94,4560.959537195115,-4556.019537195116
1044,HNSW,4,158,6400,99.94,4538.995303335281,-4534.055303335282
1045,HNSW,4,158,6500,99.94,3779.810031901664,-3774.870031901664
1046,HNSW,4,158,6600,99.94,3982.0223865718544,-3977.0823865718544
1047,HNSW,4,158,6700,99.94,4357.58262080143,-4352.64262080143
1048,HNSW,4,158,6800,99.94,4141.213641120831,-4136.273641120832
1049,HNSW,4,158,6900,99.94,3873.8942098992334,-3868.9542098992333
1050,HNSW,4,158,7000,99.94,4184.804493799076,-4179.864493799077
1051,HNSW,4,158,7100,99.94,4069.097858882195,-4064.157858882195
1052,HNSW,4,158,7200,99.94,3696.496778799122,-3691.5567787991217
1053,HNSW,4,158,7300,99.94,4143.709309333043,-4138.769309333044
1054,HNSW,4,158,7400,99.94,4118.240105255924,-4113.300105255925
1055,HNSW,4,158,7500,99.94,3007.812287105495,-3002.872287105495
1056,HNSW,4,158,7600,99.94,2946.6590792533425,-2941.7190792533424
1057,HNSW,4,158,7700,99.94,4006.097537679803,-4001.1575376798028
1058,HNSW,4,158,7800,99.94,3932.110848614392,-3927.170848614392
1059,HNSW,4,158,7900,99.94,3903.021505076166,-3898.0815050761657
1060,HNSW,4,158,8000,99.94,3867.3575893927377,-3862.4175893927377
1061,HNSW,4,158,8100,99.94,3823.744883354149,-3818.804883354149
1062,HNSW,4,158,8200,99.94,3430.923517382413,-3425.983517382413
1063,HNSW,4,158,8300,99.94,3190.1184989123653,-3185.1784989123653
1064,HNSW,4,158,8400,99.94,3519.360955881119,-3514.420955881119
1065,HNSW,4,158,8500,99.94,2981.6620459230826,-2976.7220459230825
1066,HNSW,4,158,8600,99.94,3000.0672355461456,-2995.1272355461456
1067,HNSW,4,158,8700,99.94,3610.705646376213,-3605.7656463762128
1068,HNSW,4,158,8800,99.94,3239.395109593908,-3234.4551095939078
1069,HNSW,4,158,8900,99.94,3377.137934088585,-3372.197934088585
1070,HNSW,4,158,9000,99.94,3012.73820383712,-3007.79820383712
1071,HNSW,4,158,9100,99.94,3360.7127976667416,-3355.7727976667416
1072,HNSW,4,158,9200,99.94,3279.541491715731,-3274.601491715731
1073,HNSW,4,158,9300,99.94,3087.111470945424,-3082.171470945424
1074,HNSW,4,158,9400,99.94,3007.9632816982216,-3003.0232816982216
1075,HNSW,4,158,9500,99.94,3025.036602165117,-3020.096602165117
1076,HNSW,4,158,9600,99.94,3369.3248182511948,-3364.3848182511947
1077,HNSW,4,158,9700,99.94,3121.5515829897445,-3116.6115829897444
1078,HNSW,4,158,9800,99.94,2944.569719605173,-2939.629719605173
1079,HNSW,4,158,9900,99.94,3149.3261050750484,-3144.3861050750484
1080,HNSW,4,158,10000,99.94,3025.713090274271,-3020.773090274271
1081,HNSW,4,158,10100,99.94,3081.237695042755,-3076.297695042755
1082,HNSW,4,158,10200,99.94,2312.618682663785,-2307.678682663785
1083,HNSW,4,158,10300,99.94,2639.338010886323,-2634.398010886323
1084,HNSW,4,158,10400,99.94,2780.575830499261,-2775.635830499261
1085,HNSW,4,158,10500,99.94,3086.8161144556148,-3081.8761144556147
1086,HNSW,4,158,10600,99.94,3243.8044268456792,-3238.864426845679
1087,HNSW,4,158,10700,99.94,3203.592896696582,-3198.652896696582
1088,HNSW,4,158,10800,99.94,2938.0518079547205,-2933.1118079547205
1089,HNSW,4,158,10900,99.94,3244.6827109780534,-3239.7427109780533
1090,HNSW,4,158,11000,99.94,2900.665292742638,-2895.725292742638
1091,HNSW,4,158,11100,99.94,2527.9836060633456,-2523.0436060633456
1092,HNSW,4,158,11200,99.94,3260.421476489199,-3255.481476489199
1093,HNSW,4,158,11300,99.94,3198.999336450237,-3194.059336450237
1094,HNSW,4,158,11400,99.94,3140.389338125188,-3135.4493381251878
1095,HNSW,4,158,11500,99.94,2998.051479260334,-2993.111479260334
1096,HNSW,4,158,11600,99.94,3160.1461668864195,-3155.2061668864194
1097,HNSW,4,158,11700,99.94,3140.2952891497707,-3135.3552891497707
1098,HNSW,4,158,11800,99.94,3124.5746297565483,-3119.6346297565483
1099,HNSW,4,158,11900,99.94,2895.2191620073168,-2890.2791620073167
1100,HNSW,4,158,12000,99.94,2898.1399076863545,-2893.1999076863544
1101,HNSW,4,158,12100,99.94,3103.145091482136,-3098.205091482136
1102,HNSW,4,158,12200,99.94,3087.5432475008465,-3082.6032475008465
1103,HNSW,4,158,12300,99.94,3102.61713491042,-3097.67713491042
1104,HNSW,4,158,12400,99.94,3116.8426606424955,-3111.9026606424954
1105,HNSW,4,158,12500,99.94,2865.3531903265475,-2860.4131903265475
1106,HNSW,4,158,12600,99.94,2932.75158024277,-2927.81158024277
1107,HNSW,4,158,12700,99.94,2647.284111134955,-2642.344111134955
1108,HNSW,4,158,12800,99.94,2473.8588575304493,-2468.9188575304493
1109,HNSW,4,158,12900,99.94,3056.0705308025795,-3051.1305308025794
1110,HNSW,4,158,13000,99.94,3060.150880623368,-3055.2108806233678
1111,HNSW,4,158,13100,99.94,2991.593617825581,-2986.653617825581
1112,HNSW,4,158,13200,99.94,3181.841905628888,-3176.901905628888
1113,HNSW,4,158,13300,99.94,3254.9561924273817,-3250.0161924273816
1114,HNSW,4,158,13400,99.94,3230.8363053743237,-3225.8963053743237
1115,HNSW,4,158,13500,99.94,3083.77496103285,-3078.83496103285
1116,HNSW,4,158,13600,99.94,2595.324546748345,-2590.3845467483447
1117,HNSW,4,158,13700,99.94,2752.1679790026246,-2747.2279790026246
1118,HNSW,4,158,13800,99.94,3239.1699552850864,-3234.2299552850864
1119,HNSW,4,158,13900,99.94,2989.9302115040527,-2984.9902115040527
1120,HNSW,4,158,14000,99.94,3222.5206675066843,-3217.580667506684
1121,HNSW,4,158,14100,99.94,3341.648873450397,-3336.708873450397
1122,HNSW,4,158,14200,99.94,3130.311217255019,-3125.371217255019
1123,HNSW,4,158,14300,99.94,2985.3334946653667,-2980.3934946653667
1124,HNSW,4,158,14400,99.94,2966.9611719849754,-2962.0211719849754
1125,HNSW,4,158,14500,99.94,3332.8597423855954,-3327.9197423855953
1126,HNSW,4,158,14600,99.94,3113.3491686460807,-3108.4091686460806
1127,HNSW,4,158,14700,99.94,3155.747498307125,-3150.807498307125
1128,HNSW,4,158,14800,99.94,3107.904798601025,-3102.964798601025
1129,HNSW,4,158,14900,99.94,3150.7218942023105,-3145.7818942023105
1130,HNSW,4,158,15000,99.94,2957.7135442743406,-2952.7735442743406
1131,HNSW,4,158,15100,99.94,2808.9553238368862,-2804.015323836886
1132,HNSW,4,158,15200,99.94,3091.4802503077253,-3086.5402503077253
1133,HNSW,4,158,15300,99.94,2422.81462825719,-2417.87462825719
1134,HNSW,4,158,15400,99.94,2686.9168038641646,-2681.9768038641646
1135,HNSW,4,158,15500,99.94,3124.5746297565483,-3119.6346297565483
1136,HNSW,4,158,15600,99.94,3085.2947883335173,-3080.3547883335173
1137,HNSW,4,158,15700,99.94,3032.143889884911,-3027.203889884911
1138,HNSW,4,158,15800,99.94,2998.951801457182,-2994.0118014571817
1139,HNSW,4,158,15900,99.94,3003.375509298046,-2998.435509298046
1140,HNSW,4,158,16000,99.94,2851.871192341166,-2846.931192341166
1141,HNSW,4,158,16100,99.94,2438.9600572189497,-2434.0200572189497
1142,HNSW,4,158,16200,99.94,2648.7051082076123,-2643.7651082076122
1143,HNSW,4,158,16300,99.94,3313.5074497163896,-3308.5674497163895
1144,HNSW,4,158,16400,99.94,3099.590594008188,-3094.650594008188
1145,HNSW,4,158,16500,99.94,3154.65567556184,-3149.71567556184
1146,HNSW,4,158,16600,99.94,3127.9300778569936,-3122.9900778569936
1147,HNSW,4,158,16700,99.94,3122.7833493407197,-3117.8433493407197
1148,HNSW,4,158,16800,99.94,3134.7797816127177,-3129.8397816127176
1149,HNSW,4,158,16900,99.94,2976.9216574162137,-2971.9816574162137
1150,HNSW,4,158,17000,99.94,3088.5891016200294,-3083.6491016200293
1151,HNSW,4,158,17100,99.94,3013.6690233948384,-3008.7290233948384
1152,HNSW,4,158,17200,99.94,2945.582999164285,-2940.642999164285
1153,HNSW,4,158,17300,99.94,3144.509502567755,-3139.569502567755
1154,HNSW,4,158,17400,99.94,2951.3035034513814,-2946.3635034513813
1155,HNSW,4,158,17500,99.94,3080.1063345425705,-3075.1663345425704
1156,HNSW,4,158,17600,99.94,2829.1337839113958,-2824.1937839113957
1157,HNSW,4,158,17700,99.94,3259.7119786121198,-3254.7719786121197
1158,HNSW,4,158,17800,99.94,2889.912909271304,-2884.972909271304
1159,HNSW,4,158,17900,99.94,2426.6273250600248,-2421.6873250600247
1160,HNSW,4,158,18000,99.94,3107.5824257242352,-3102.642425724235
1161,HNSW,4,158,18100,99.94,3078.117156654093,-3073.177156654093
1162,HNSW,4,158,18200,99.94,3035.5233256618467,-3030.5833256618466
1163,HNSW,4,158,18300,99.94,3141.353665021458,-3136.4136650214577
1164,HNSW,4,158,18400,99.94,3129.353656989801,-3124.413656989801
1165,HNSW,4,158,18500,99.94,3144.74526710403,-3139.80526710403
1166,HNSW,4,158,18600,99.94,3145.2404877244026,-3140.3004877244025
1167,HNSW,4,158,18700,99.94,2569.252067381317,-2564.312067381317
1168,HNSW,4,158,18800,99.94,2870.7070845339376,-2865.7670845339376
1169,HNSW,4,158,18900,99.94,3251.9026205613272,-3246.962620561327
1170,HNSW,4,158,19000,99.94,3221.901813628717,-3216.9618136287168
1171,HNSW,4,158,19100,99.94,3140.53042215134,-3135.59042215134
1172,HNSW,4,158,19200,99.94,3320.458845602729,-3315.518845602729
1173,HNSW,4,158,19300,99.94,3075.995189063921,-3071.055189063921
1174,HNSW,4,158,19400,99.94,2984.2502205652163,-2979.3102205652162
1175,HNSW,4,158,19500,99.94,3196.415153293349,-3191.4751532933487
1176,HNSW,4,158,19600,99.94,3216.2688158025903,-3211.3288158025903
1177,HNSW,4,158,19700,99.94,3195.708886992564,-3190.768886992564
1178,HNSW,4,158,19800,99.94,3215.8742572359592,-3210.934257235959
1179,HNSW,4,158,19900,99.94,3196.926782420464,-3191.986782420464
1180,HNSW,4,158,20000,99.94,3212.918150829216,-3207.978150829216
1181,HNSW,4,158,20100,99.94,3204.792322503744,-3199.852322503744
1182,HNSW,4,158,20200,99.94,3112.425051944197,-3107.485051944197
1183,HNSW,4,158,20300,99.94,2999.445064218084,-2994.505064218084
1184,HNSW,4,158,20400,99.94,2501.851498377553,-2496.911498377553
1185,HNSW,4,158,20500,99.94,2647.0167998283414,-2642.0767998283413
1186,HNSW,4,158,20600,99.94,3305.4385259789897,-3300.4985259789896
1187,HNSW,4,158,20700,99.94,3233.7756258529103,-3228.83562585291
1188,HNSW,4,158,20800,99.94,3097.438927126104,-3092.498927126104
1189,HNSW,4,158,20900,99.94,3087.8160107189656,-3082.8760107189655
1190,HNSW,4,158,21000,99.94,2906.776442540923,-2901.836442540923
1191,HNSW,4,158,21100,99.94,3119.833382921749,-3114.893382921749
1192,HNSW,4,158,21200,99.94,3036.0286932414533,-3031.0886932414533
1193,HNSW,4,158,21300,99.94,2486.544937159118,-2481.604937159118
1194,HNSW,4,158,21400,99.94,3127.253748480849,-3122.313748480849
1195,HNSW,4,158,21500,99.94,3086.975145542463,-3082.035145542463
1196,HNSW,4,158,21600,99.94,2997.751491977272,-2992.811491977272
1197,HNSW,4,158,21700,99.94,3163.745530797894,-3158.805530797894
1198,HNSW,4,158,21800,99.94,2972.259504659321,-2967.319504659321
1199,HNSW,4,158,21900,99.94,3148.333245760867,-3143.393245760867
1200,HNSW,4,158,22000,99.94,3165.6080183552717,-3160.6680183552717
1201,HNSW,4,158,22100,99.94,2980.1367040400164,-2975.1967040400164
1202,HNSW,4,158,22200,99.94,2886.4921408318883,-2881.552140831888
1203,HNSW,4,158,22300,99.94,3135.881332615587,-3130.941332615587
1204,HNSW,4,158,22400,99.94,3233.376760536236,-3228.436760536236
1205,HNSW,4,158,22500,99.94,2879.4969140675958,-2874.5569140675957
1206,HNSW,4,158,22600,99.94,3164.0557931820067,-3159.1157931820067
1207,HNSW,4,158,22700,99.94,3046.724681475455,-3041.784681475455
1208,HNSW,4,158,22800,99.94,3326.67412219129,-3321.7341221912898
1209,HNSW,4,158,22900,99.94,3184.692715372584,-3179.752715372584
1210,HNSW,4,158,23000,99.94,2486.043837500148,-2481.103837500148
1211,HNSW,4,158,23100,99.94,2549.558388192887,-2544.618388192887
1212,HNSW,4,158,23200,99.94,3248.4018618483724,-3243.4618618483723
1213,HNSW,4,158,23300,99.94,3087.338706709359,-3082.398706709359
1214,HNSW,4,158,23400,99.94,2889.634171546676,-2884.694171546676
1215,HNSW,4,158,23500,99.94,3322.536795576609,-3317.596795576609
1216,HNSW,4,158,23600,99.94,3331.165664636132,-3326.225664636132
1217,HNSW,4,158,23700,99.94,3202.956831181129,-3198.016831181129
1218,HNSW,4,158,23800,99.94,2327.6601884635447,-2322.7201884635447
1219,HNSW,4,158,23900,99.94,2443.834339385182,-2438.894339385182
1220,HNSW,4,158,24000,99.94,2848.926805412161,-2843.9868054121607
1221,HNSW,4,158,24100,99.94,3238.9698443955367,-3234.0298443955367
1222,HNSW,4,158,24200,99.94,3166.062033409573,-3161.122033409573
1223,HNSW,4,158,24300,99.94,3041.3783101778,-3036.4383101778
1224,HNSW,4,158,24400,99.94,3088.9530430684026,-3084.0130430684026
1225,HNSW,4,158,24500,99.94,2889.1564605232343,-2884.216460523234
1226,HNSW,4,158,24600,99.94,3141.3066109450947,-3136.3666109450946
1227,HNSW,4,158,24700,99.94,3195.708886992564,-3190.768886992564
1228,HNSW,4,158,24800,99.94,3037.03993338402,-3032.09993338402
1229,HNSW,4,158,24900,99.94,2725.6802334271288,-2720.7402334271287
1230,HNSW,4,158,25000,99.94,2913.196643885092,-2908.2566438850918
1231,HNSW,4,158,25100,99.94,3298.0051424392777,-3293.0651424392777
1232,HNSW,4,158,25200,99.94,3190.700929602751,-3185.760929602751
1233,HNSW,4,158,25300,99.94,3123.4344863536508,-3118.4944863536507
1234,HNSW,4,158,25400,99.94,3318.8298688864447,-3313.8898688864447
1235,HNSW,4,158,25500,99.94,2527.38951757716,-2522.44951757716
1236,HNSW,4,158,25600,99.94,2551.9783395698337,-2547.0383395698336
1237,HNSW,4,158,25700,99.94,2897.919646250043,-2892.979646250043
1238,HNSW,4,158,25800,99.94,3142.436297977868,-3137.496297977868
1239,HNSW,4,158,25900,99.94,3095.35877434448,-3090.41877434448
1240,HNSW,4,158,26000,99.94,3151.3373805373567,-3146.3973805373566
1241,HNSW,4,158,26100,99.94,3152.403213805233,-3147.463213805233
1242,HNSW,4,158,26200,99.94,3137.687675331962,-3132.747675331962
1243,HNSW,4,158,26300,99.94,2356.999398710881,-2352.059398710881
1244,HNSW,4,158,26400,99.94,2662.644422437216,-2657.7044224372157
1245,HNSW,4,158,26500,99.94,3378.28037533728,-3373.34037533728
1246,HNSW,4,158,26600,99.94,3164.819775294464,-3159.879775294464
1247,HNSW,4,158,26700,99.94,3142.7188467042806,-3137.7788467042806
1248,HNSW,4,158,26800,99.94,2960.7618079526765,-2955.8218079526764
1249,HNSW,4,158,26900,99.94,3045.817569186752,-3040.8775691867518
1250,HNSW,4,158,27000,99.94,3142.177339606245,-3137.237339606245
1251,HNSW,4,158,27100,99.94,2611.971602939345,-2607.031602939345
1252,HNSW,4,158,27200,99.94,3189.415012128632,-3184.475012128632
1253,HNSW,4,158,27300,99.94,3217.94677039458,-3213.00677039458
1254,HNSW,4,158,27400,99.94,3239.5452298566483,-3234.6052298566483
1255,HNSW,4,158,27500,99.94,3204.22921489087,-3199.28921489087
1256,HNSW,4,158,27600,99.94,3114.43570723159,-3109.49570723159
1257,HNSW,4,158,27700,99.94,3119.8101769549467,-3114.8701769549466
1258,HNSW,4,158,27800,99.94,3153.422350535306,-3148.482350535306
1259,HNSW,4,158,27900,99.94,3168.501605288008,-3163.5616052880077
1260,HNSW,4,158,28000,99.94,2768.8281853409294,-2763.8881853409293
1261,HNSW,4,158,28100,99.94,2484.1738677217027,-2479.2338677217026
1262,HNSW,4,158,28200,99.94,3210.999594252161,-3206.059594252161
1263,HNSW,4,158,28300,99.94,2938.854672468277,-2933.914672468277
1264,HNSW,4,158,28400,99.94,3140.742071960762,-3135.802071960762
1265,HNSW,4,158,28500,99.94,2992.191189584448,-2987.2511895844477
1266,HNSW,4,158,28600,99.94,3018.679333549246,-3013.739333549246
1267,HNSW,4,158,28700,99.94,3262.2980656301283,-3257.3580656301283
1268,HNSW,4,158,28800,99.94,3178.0327024201,-3173.0927024201
1269,HNSW,4,158,28900,99.94,2533.3429972699378,-2528.4029972699377
1270,HNSW,4,158,29000,99.94,2753.089288410164,-2748.149288410164
1271,HNSW,4,158,29100,99.94,3182.3971714075437,-3177.4571714075437
1272,HNSW,4,158,29200,99.94,2906.6555786555787,-2901.7155786555786
1273,HNSW,4,158,29300,99.94,3054.2234649889315,-3049.2834649889314
1274,HNSW,4,158,29400,99.94,3066.078934479557,-3061.138934479557
1275,HNSW,4,158,29500,99.94,2792.925633922864,-2787.985633922864
1276,HNSW,4,158,29600,99.94,3233.900291446283,-3228.960291446283
1277,HNSW,4,158,29700,99.94,3316.2845124766754,-3311.3445124766754
1278,HNSW,4,158,29800,99.94,3106.132575000185,-3101.192575000185
1279,HNSW,4,158,29900,99.94,3104.2934432660068,-3099.3534432660067
1280,HNSW,4,158,30000,99.94,3218.2677552022587,-3213.3277552022587
1281,HNSW,4,158,30100,99.94,3140.0601913546047,-3135.1201913546047
1282,HNSW,4,158,30200,99.94,3188.954275200341,-3184.0142752003408
1283,HNSW,4,158,30300,99.94,3026.651945821517,-3021.711945821517
1284,HNSW,4,158,30400,99.94,3052.911847554717,-3047.971847554717
1285,HNSW,4,158,30500,99.94,3264.6849581630668,-3259.7449581630667
1286,HNSW,4,158,30600,99.94,2479.049589219221,-2474.109589219221
1287,HNSW,4,158,30700,99.94,2673.165757405802,-2668.225757405802
1288,HNSW,4,158,30800,99.94,3294.4562263380303,-3289.5162263380303
1289,HNSW,4,158,30900,99.94,3099.3844539522784,-3094.4444539522783
1290,HNSW,4,158,31000,99.94,3371.220511996142,-3366.2805119961417
