index_type,m,nlist,nprobe,recall,query_per_sec,loss
"IVF_PQ","2","1601","160","55.37","15970.999923844338","3978970.999923845"
"IVF_PQ","2","1601","100","55.37","15985.608659196585","3978985.608659197"
"IVF_PQ","4","1601","1","24.81","2742.7913759392104","7021742.791375939"
"IVF_PQ","4","1601","160","61.47","5744.834954115874","3358744.834954116"
"IVF_PQ","4","1601","100","61.47","9039.0586612646","3362039.0586612644"
"IVF_PQ","8","1601","1","24.83","2020.5917775486805","7019020.591777549"
"IVF_PQ","8","1601","160","70.69","4807.004836454489","2435807.0048364545"
"IVF_PQ","8","1601","100","70.69","9915.612293144208","2440915.612293144"
"IVF_PQ","1","1701","1","24.64","15118.967630307836","7051118.967630308"
"IVF_PQ","1","1701","170","49.5","14897.19055229977","4564897.1905523"
"IVF_PQ","1","1701","100","49.5","15378.960877057896","4565378.960877058"
"IVF_PQ","2","1701","1","24.76","12737.030063771637","7036737.030063771"
"IVF_PQ","2","1701","170","55.37","12943.784717936058","3975943.7847179365"
"IVF_PQ","2","1701","100","55.37","14558.500520652551","3977558.500520653"
"IVF_PQ","4","1701","1","24.81","12643.728333283092","7031643.728333283"
"IVF_PQ","4","1701","170","61.47","12186.013539033673","3365186.0135390335"
"IVF_PQ","4","1701","100","61.47","12814.469463200025","3365814.4694632"
"IVF_PQ","8","1701","1","24.83","12139.808972503617","7029139.808972504"
"IVF_PQ","8","1701","170","70.69","10333.343187977334","2441333.3431879776"
"IVF_PQ","8","1701","100","70.69","12006.366290719643","2443006.3662907197"
"IVF_PQ","1","1801","1","24.64","14462.119853803186","7050462.119853803"
"IVF_PQ","1","1801","180","49.5","14006.224537500835","4564006.224537501"
"IVF_PQ","1","1801","100","49.5","16174.240320839117","4566174.240320839"
"IVF_PQ","2","1801","1","24.76","15450.340737466388","7039450.340737466"
"IVF_PQ","2","1801","180","55.37","14032.465707594512","3977032.465707595"
"IVF_PQ","2","1801","100","55.37","15921.891963709524","3978921.89196371"
"IVF_PQ","4","1801","1","24.81","13520.853615292866","7032520.853615293"
"IVF_PQ","4","1801","180","61.47","12718.49111528898","3365718.491115289"
"IVF_PQ","4","1801","100","61.47","15326.697361689688","3368326.6973616895"
"IVF_PQ","8","1801","1","24.83","11969.02091715892","7028969.020917159"
"IVF_PQ","8","1801","180","70.69","10059.006643163777","2441059.006643164"
"IVF_PQ","8","1801","100","70.69","13889.803622876445","2444889.8036228763"
"IVF_PQ","1","1901","1","24.64","14614.299651567944","7050614.299651568"
"IVF_PQ","1","1901","190","49.5","14058.334171275348","4564058.334171276"
"IVF_PQ","1","1901","100","49.5","16385.280100007814","4566385.280100008"
"IVF_PQ","2","1901","1","24.76","15138.612574893525","7039138.612574893"
"IVF_PQ","2","1901","190","55.37","15313.826718755705","3978313.826718756"
"IVF_PQ","2","1901","100","55.37","15259.22799869029","3978259.2279986907"
"IVF_PQ","4","1901","1","24.81","12791.021926748193","7031791.021926749"
"IVF_PQ","4","1901","190","61.47","12638.775387211475","3365638.7753872117"
"IVF_PQ","4","1901","100","61.47","15327.817570530624","3368327.817570531"
"IVF_PQ","8","1901","1","24.83","12469.687239862053","7029469.687239862"
"IVF_PQ","8","1901","190","70.69","10653.282873180768","2441653.2828731807"
"IVF_PQ","8","1901","100","70.69","14300.876265811996","2445300.876265812"
"IVF_PQ","1","2001","1","24.64","4540.911797503438","7040540.911797503"
"IVF_PQ","1","2001","200","49.5","3637.2894878332204","4553637.289487833"
"IVF_PQ","1","2001","100","49.5","5968.2456564736685","4555968.245656474"
"IVF_PQ","2","2001","1","24.76","14304.778145356571","7038304.778145356"
"IVF_PQ","2","2001","200","55.37","13618.754464575622","3976618.754464576"
"IVF_PQ","2","2001","100","55.37","14395.60680944536","3977395.6068094457"
"IVF_PQ","4","2001","1","24.81","13545.743443999483","7032545.743443999"
"IVF_PQ","4","2001","200","61.47","11934.96286600461","3364934.9628660046"
"IVF_PQ","4","2001","100","61.47","14120.333961755992","3367120.333961756"
"IVF_PQ","8","2001","1","24.83","10428.663069693428","7027428.663069693"
"IVF_PQ","8","2001","200","70.69","9975.512533891451","2440975.5125338915"
"IVF_PQ","8","2001","100","70.69","13267.655711258027","2444267.655711258"
"IVF_PQ","1","2101","1","24.64","15537.912128621176","7051537.912128621"
"IVF_PQ","1","2101","210","49.5","13114.166901166245","4563114.166901167"
"IVF_PQ","1","2101","100","49.5","14512.158328143381","4564512.158328143"
"IVF_PQ","2","2101","1","24.76","14426.801499673236","7038426.801499672"
"IVF_PQ","2","2101","210","55.37","12894.838134472899","3975894.838134473"
"IVF_PQ","2","2101","100","55.37","14894.545454545454","3977894.545454546"
"IVF_PQ","4","2101","1","24.81","13277.7359207319","7032277.735920732"
"IVF_PQ","4","2101","210","61.47","10330.034726498043","3363330.034726498"
"IVF_PQ","4","2101","100","61.47","13330.485634375795","3366330.485634376"
"IVF_PQ","8","2101","1","24.83","11078.164866221177","7028078.164866221"
"IVF_PQ","8","2101","210","70.69","9309.504150574865","2440309.504150575"
"IVF_PQ","8","2101","100","70.69","13601.089564822621","2444601.0895648226"
"IVF_PQ","1","2201","1","24.64","14245.988723592147","7050245.988723592"
"IVF_PQ","1","2201","220","49.5","13272.273906714765","4563272.273906715"
"IVF_PQ","1","2201","100","49.5","14029.180185302874","4564029.180185303"
"IVF_PQ","2","2201","1","24.76","13137.580655265301","7037137.580655265"
"IVF_PQ","2","2201","220","55.37","11946.180575334662","3974946.180575335"
"IVF_PQ","2","2201","100","55.37","16463.746271000156","3979463.7462710007"
"IVF_PQ","4","2201","1","24.81","13098.194990943726","7032098.194990944"
"IVF_PQ","4","2201","220","61.47","11512.692138779095","3364512.692138779"
"IVF_PQ","4","2201","100","61.47","14923.693293008362","3367923.6932930085"
"IVF_PQ","8","2201","1","24.83","11408.105314692923","7028408.1053146925"
"IVF_PQ","8","2201","220","70.69","9364.166908530731","2440364.1669085305"
"IVF_PQ","8","2201","100","70.69","11319.436498083878","2442319.436498084"
"IVF_PQ","1","2301","1","24.64","14728.225296720275","7050728.22529672"
"IVF_PQ","1","2301","230","49.5","13562.387634999677","4563562.387635"
"IVF_PQ","1","2301","100","49.5","16144.357197844496","4566144.357197844"
"IVF_PQ","2","2301","1","24.76","12127.172844503557","7036127.172844503"
"IVF_PQ","2","2301","230","55.37","12862.806673209028","3975862.8066732096"
"IVF_PQ","2","2301","100","55.37","15962.49048561425","3978962.4904856146"
"IVF_PQ","4","2301","1","24.81","13322.440682272972","7032322.440682273"
"IVF_PQ","4","2301","230","61.47","11169.619983489121","3364169.619983489"
"IVF_PQ","4","2301","100","61.47","13671.134289439375","3366671.1342894393"
"IVF_PQ","8","2301","1","24.83","11146.170608557002","7028146.170608557"
"IVF_PQ","8","2301","230","70.69","9726.824517056655","2440726.824517057"
"IVF_PQ","8","2301","100","70.69","11519.332069978853","2442519.332069979"
"IVF_PQ","1","2401","1","24.64","14238.734426452116","7050238.734426452"
"IVF_PQ","1","2401","240","49.5","13080.62997037268","4563080.629970373"
"IVF_PQ","1","2401","100","49.5","16147.464870067373","4566147.464870067"
"IVF_PQ","2","2401","1","24.76","14637.760871082572","7038637.760871082"
"IVF_PQ","2","2401","240","55.37","12315.9032182288","3975315.9032182293"
"IVF_PQ","2","2401","100","55.37","14898.778061949417","3977898.77806195"
"IVF_PQ","4","2401","1","24.81","12927.42795500077","7031927.427955001"
"IVF_PQ","4","2401","240","61.47","11766.21875613656","3364766.2187561365"
"IVF_PQ","4","2401","100","61.47","14227.62550881954","3367227.6255088197"
"IVF_PQ","8","2401","1","24.83","2546.014325603982","7019546.014325604"
"IVF_PQ","8","2401","240","70.69","2482.571174903818","2433482.571174904"
"IVF_PQ","8","2401","100","70.69","11504.481869548521","2442504.4818695486"
"IVF_PQ","1","2501","1","24.64","14573.169799520518","7050573.169799521"
"IVF_PQ","1","2501","250","49.5","13099.831344868511","4563099.831344868"
"IVF_PQ","1","2501","100","49.5","15606.712558139536","4565606.712558139"
"IVF_PQ","2","2501","1","24.76","14086.19022031166","7038086.19022031"
"IVF_PQ","2","2501","250","55.37","12090.815797059671","3975090.8157970603"
"IVF_PQ","2","2501","100","55.37","13879.691584764552","3976879.691584765"
"IVF_PQ","4","2501","1","24.81","14142.71167009475","7033142.711670095"
"IVF_PQ","4","2501","250","61.47","10525.757879943787","3363525.7578799436"
"IVF_PQ","4","2501","100","61.47","13804.772405621565","3366804.7724056216"
"IVF_PQ","8","2501","1","24.83","10957.479492136476","7027957.479492136"
"IVF_PQ","8","2501","250","70.69","8127.708555372541","2439127.7085553724"
"IVF_PQ","8","2501","100","70.69","9019.038813030857","2440019.038813031"
"IVF_PQ","1","2601","1","24.64","14608.700498066943","7050608.700498067"
"IVF_PQ","1","2601","260","49.5","12786.342712556778","4562786.342712557"
"IVF_PQ","1","2601","100","49.5","14645.938962218032","4564645.938962218"
"IVF_PQ","2","2601","1","24.76","13923.925239849948","7037923.925239849"
"IVF_PQ","2","2601","260","55.37","10661.9487023056","3973661.948702306"
"IVF_PQ","2","2601","100","55.37","15061.959995690739","3978061.959995691"
"IVF_PQ","4","2601","1","24.81","12644.871872173651","7031644.871872174"
"IVF_PQ","4","2601","260","61.47","12267.275013892544","3365267.2750138924"
"IVF_PQ","4","2601","100","61.47","14120.333961755992","3367120.333961756"
"IVF_PQ","8","2601","1","24.83","12094.999711632736","7029094.999711633"
"IVF_PQ","8","2601","260","70.69","9876.852069891207","2440876.852069891"
"IVF_PQ","8","2601","100","70.69","13466.589610222822","2444466.5896102227"
"IVF_PQ","1","2701","1","24.64","15360.375009155498","7051360.375009156"
"IVF_PQ","1","2701","270","49.5","13396.48024529688","4563396.480245297"
"IVF_PQ","1","2701","100","49.5","16691.754218401784","4566691.754218401"
"IVF_PQ","2","2701","1","24.76","13519.546157813305","7037519.546157813"
"IVF_PQ","2","2701","270","55.37","11386.42632207623","3974386.4263220765"
"IVF_PQ","2","2701","100","55.37","14872.8910322329","3977872.8910322334"
"IVF_PQ","4","2701","1","24.81","9813.53299017314","7028813.532990173"
"IVF_PQ","4","2701","270","61.47","10745.80856732937","3363745.8085673293"
"IVF_PQ","4","2701","100","61.47","15266.44827837228","3368266.448278372"
"IVF_PQ","8","2701","1","24.83","10861.289069580755","7027861.289069581"
"IVF_PQ","8","2701","270","70.69","9532.292447898912","2440532.292447899"
"IVF_PQ","8","2701","100","70.69","9143.694273070132","2440143.69427307"
"IVF_PQ","1","2801","1","24.64","13927.161641652277","7049927.161641653"
"IVF_PQ","1","2801","280","49.5","12998.741748535656","4562998.741748536"
"IVF_PQ","1","2801","100","49.5","14676.688361676814","4564676.688361676"
"IVF_PQ","2","2801","1","24.76","14046.563965170797","7038046.56396517"
"IVF_PQ","2","2801","280","55.37","11900.085116041537","3974900.085116042"
"IVF_PQ","2","2801","100","55.37","15932.778727445395","3978932.7787274458"
"IVF_PQ","4","2801","1","24.81","4063.6574141355422","7023063.6574141355"
"IVF_PQ","4","2801","280","61.47","3325.3026567194943","3356325.3026567195"
"IVF_PQ","4","2801","100","61.47","6586.636096672372","3359586.636096672"
"IVF_PQ","8","2801","1","24.83","10320.122041238128","7027320.1220412385"
"IVF_PQ","8","2801","280","70.69","9766.005401881344","2440766.0054018814"
"IVF_PQ","8","2801","100","70.69","10378.857765020291","2441378.8577650203"
"IVF_PQ","1","2901","1","24.64","15156.117655561176","7051156.117655561"
"IVF_PQ","1","2901","290","49.5","12604.213120173092","4562604.213120173"
"IVF_PQ","1","2901","100","49.5","15887.515151515152","4565887.515151516"
"IVF_PQ","2","2901","1","24.76","13570.286010094474","7037570.286010094"
"IVF_PQ","2","2901","290","55.37","12268.351468351468","3975268.351468352"
"IVF_PQ","2","2901","100","55.37","16372.48809430869","3979372.4880943093"
"IVF_PQ","4","2901","1","24.81","11899.409895596913","7030899.409895597"
"IVF_PQ","4","2901","290","61.47","9550.5248537013","3362550.5248537012"
"IVF_PQ","4","2901","100","61.47","15250.905388699004","3368250.905388699"
"IVF_PQ","8","2901","1","24.83","11310.889380292325","7028310.889380292"
"IVF_PQ","8","2901","290","70.69","9690.642761425073","2440690.642761425"
"IVF_PQ","8","2901","100","70.69","12293.882815018906","2443293.8828150188"
"IVF_PQ","1","3001","1","24.64","2916.660755884705","7038916.660755885"
"IVF_PQ","1","3001","300","49.5","4790.643274853801","4554790.643274854"
"IVF_PQ","1","3001","100","49.5","12517.32123671959","4562517.321236719"
"IVF_PQ","2","3001","1","24.76","14569.120150057313","7038569.120150057"
"IVF_PQ","2","3001","300","55.37","11541.838194826638","3974541.838194827"
"IVF_PQ","2","3001","100","55.37","14889.258075967342","3977889.258075968"
"IVF_PQ","4","3001","1","24.81","13857.222148804018","7032857.222148804"
"IVF_PQ","4","3001","300","61.47","11525.029538647543","3364525.0295386477"
"IVF_PQ","4","3001","100","61.47","15287.592943577782","3368287.5929435776"
"IVF_PQ","8","3001","1","24.83","12345.265636497425","7029345.265636497"
"IVF_PQ","8","3001","300","70.69","10047.92180724912","2441047.921807249"
"IVF_PQ","8","3001","100","70.69","13820.693291155925","2444820.693291156"
"IVF_PQ","1","3101","1","24.64","15372.760592288521","7051372.760592288"
"IVF_PQ","1","3101","310","49.5","13287.410504973706","4563287.4105049735"
"IVF_PQ","1","3101","100","49.5","15819.204948329185","4565819.204948329"
