index_type,m,nlist,nprobe,recall,query_pre_sec,loss
"IVF_PQ",64,7901,100,94.44,5180.263564168118,61180.263564168345
"IVF_PQ",128,7901,1,24.88,2751.283380015612,7014751.283380016
"IVF_PQ",128,7901,790,98.1,1065.7532784656705,1068.8532784656704
"IVF_PQ",128,7901,100,98.1,2031.8582355990254,2034.9582355990253
"IVF_PQ",1,8001,1,24.64,14172.818814624587,7050172.818814625
"IVF_PQ",1,8001,800,49.5,12142.972120089169,4562142.972120089
"IVF_PQ",1,8001,100,49.5,15198.405623799688,4565198.4056238
"IVF_PQ",2,8001,1,24.76,13415.333439948825,7037415.333439948
"IVF_PQ",2,8001,800,55.37,11307.535114442078,3974307.5351144425
"IVF_PQ",2,8001,100,55.37,14672.067723090915,3977672.067723091
"IVF_PQ",4,8001,1,24.81,12719.262493934983,7031719.262493935
"IVF_PQ",4,8001,800,61.47,10888.35700007788,3363888.357000078
"IVF_PQ",4,8001,100,61.47,14995.187873154338,3367995.1878731544
"IVF_PQ",8,8001,1,24.83,11760.61013907582,7028760.610139076
"IVF_PQ",8,8001,800,70.69,10368.33856574296,2441368.338565743
"IVF_PQ",8,8001,100,70.69,12671.99613281368,2443671.996132814
"IVF_PQ",16,8001,1,24.84,9221.49327235951,7025221.4932723595
"IVF_PQ",16,8001,800,81.13,6871.740092075299,1393871.7400920757
"IVF_PQ",16,8001,100,81.13,10552.770090071957,1397552.7700900724
"IVF_PQ",32,8001,1,24.86,8238.01704835605,7022238.017048356
"IVF_PQ",32,8001,800,88.42,5020.773530925675,663020.7735309255
"IVF_PQ",32,8001,100,88.42,9663.404294535067,667663.4042945349
"IVF_PQ",64,8001,1,24.88,4149.079038480562,7016149.07903848
"IVF_PQ",64,8001,800,94.44,2572.2457990923585,58572.24579909258
"IVF_PQ",64,8001,100,94.44,5059.1079053385765,61059.1079053388
"IVF_PQ",128,8001,1,24.88,2711.8461717507403,7014711.846171751
"IVF_PQ",128,8001,800,98.1,1017.4373305000461,1020.5373305000461
"IVF_PQ",128,8001,100,98.1,2294.301311715733,2297.401311715733
"IVF_PQ",1,8101,1,24.64,14252.281762886949,7050252.281762887
"IVF_PQ",1,8101,810,49.5,12704.237467817658,4562704.237467818
"IVF_PQ",1,8101,100,49.5,14068.236399007177,4564068.236399007
"IVF_PQ",2,8101,1,24.76,14037.631781518792,7038037.6317815175
"IVF_PQ",2,8101,810,55.37,12893.252589837386,3975893.2525898376
"IVF_PQ",2,8101,100,55.37,14075.317963690057,3977075.3179636905
"IVF_PQ",4,8101,1,24.81,13109.658060886417,7032109.658060886
"IVF_PQ",4,8101,810,61.47,11852.66905925905,3364852.669059259
"IVF_PQ",4,8101,100,61.47,14725.639855352316,3367725.639855352
"IVF_PQ",8,8101,1,24.83,2098.8310648518814,7019098.831064852
"IVF_PQ",8,8101,810,70.69,2516.01881178616,2433516.018811786
"IVF_PQ",8,8101,100,70.69,9492.597035192939,2440492.597035193
"IVF_PQ",16,8101,1,24.84,8871.951941788646,7024871.951941788
"IVF_PQ",16,8101,810,81.13,8086.340588790993,1395086.3405887915
"IVF_PQ",16,8101,100,81.13,10670.085731003079,1397670.0857310034
"IVF_PQ",32,8101,1,24.86,8189.121012144168,7022189.121012144
"IVF_PQ",32,8101,810,88.42,6209.368153017113,664209.368153017
"IVF_PQ",32,8101,100,88.42,8476.423750050524,666476.4237500504
"IVF_PQ",64,8101,1,24.88,4579.5844388395735,7016579.58443884
"IVF_PQ",64,8101,810,94.44,2745.915795400237,58745.91579540046
"IVF_PQ",64,8101,100,94.44,5554.045393151302,61554.04539315153
"IVF_PQ",128,8101,1,24.88,735.4131709019117,7012735.413170902
"IVF_PQ",128,8101,810,98.1,992.8192698076049,995.9192698076049
"IVF_PQ",128,8101,100,98.1,2466.91839879545,2470.0183987954497
"IVF_PQ",1,8201,1,24.64,13454.494129723487,7049454.494129724
"IVF_PQ",1,8201,820,49.5,12650.974241418833,4562650.974241419
"IVF_PQ",1,8201,100,49.5,15382.909117582338,4565382.909117582
"IVF_PQ",2,8201,1,24.76,13434.670083279949,7037434.670083279
"IVF_PQ",2,8201,820,55.37,11479.606973752634,3974479.6069737533
"IVF_PQ",2,8201,100,55.37,14599.039331709015,3977599.0393317095
"IVF_PQ",4,8201,1,24.81,12917.872432166067,7031917.872432166
"IVF_PQ",4,8201,820,61.47,11180.93460933543,3364180.9346093354
"IVF_PQ",4,8201,100,61.47,13271.014080050625,3366271.0140800504
"IVF_PQ",8,8201,1,24.83,11676.142753744223,7028676.1427537445
"IVF_PQ",8,8201,820,70.69,10280.156862745098,2441280.156862745
"IVF_PQ",8,8201,100,70.69,12997.13055064919,2443997.130550649
"IVF_PQ",16,8201,1,24.84,1844.2581070682643,7017844.258107068
"IVF_PQ",16,8201,820,81.13,1486.6248901239119,1388486.6248901244
"IVF_PQ",16,8201,100,81.13,8531.250508502157,1395531.2505085026
"IVF_PQ",32,8201,1,24.86,1634.3078463690524,7015634.307846369
"IVF_PQ",32,8201,820,88.42,3558.9284956683327,661558.9284956682
"IVF_PQ",32,8201,100,88.42,7887.29173718455,665887.2917371844
"IVF_PQ",64,8201,1,24.88,4494.250262520627,7016494.25026252
"IVF_PQ",64,8201,820,94.44,2831.654987105224,58831.65498710545
"IVF_PQ",64,8201,100,94.44,4482.243310250492,60482.24331025072
"IVF_PQ",128,8201,1,24.88,2733.5497073736624,7014733.549707374
"IVF_PQ",128,8201,820,98.1,1059.4967628834208,1062.5967628834208
"IVF_PQ",128,8201,100,98.1,2482.453627528735,2485.553627528735
"IVF_PQ",1,8301,1,24.64,12775.437848375012,7048775.437848375
"IVF_PQ",1,8301,830,49.5,11685.902150897136,4561685.902150897
"IVF_PQ",1,8301,100,49.5,14775.959980271966,4564775.959980272
"IVF_PQ",2,8301,1,24.76,13766.259682289616,7037766.259682288
"IVF_PQ",2,8301,830,55.37,11373.150031183059,3974373.1500311834
"IVF_PQ",2,8301,100,55.37,14705.504522824487,3977705.504522825
"IVF_PQ",4,8301,1,24.81,11356.828766381457,7030356.828766381
"IVF_PQ",4,8301,830,61.47,9418.206314276733,3362418.206314277
"IVF_PQ",4,8301,100,61.47,12059.181737155344,3365059.181737155
"IVF_PQ",8,8301,1,24.83,12073.76147845361,7029073.761478454
"IVF_PQ",8,8301,830,70.69,10052.979243564547,2441052.9792435644
"IVF_PQ",8,8301,100,70.69,13460.10718526363,2444460.1071852637
"IVF_PQ",16,8301,1,24.84,9632.113905155586,7025632.113905156
"IVF_PQ",16,8301,830,81.13,8707.656535459226,1395707.6565354597
"IVF_PQ",16,8301,100,81.13,10659.510013215411,1397659.510013216
"IVF_PQ",32,8301,1,24.86,7637.672080996431,7021637.672080996
"IVF_PQ",32,8301,830,88.42,5649.274698632905,663649.2746986328
"IVF_PQ",32,8301,100,88.42,7517.2127034196,665517.2127034195
"IVF_PQ",64,8301,1,24.88,4336.901315245264,7016336.901315245
"IVF_PQ",64,8301,830,94.44,2858.3040867923755,58858.3040867926
"IVF_PQ",64,8301,100,94.44,5432.3325994042225,61432.33259940445
"IVF_PQ",128,8301,1,24.88,2780.9076744571526,7014780.907674457
"IVF_PQ",128,8301,830,98.1,937.0505823188645,940.1505823188645
"IVF_PQ",128,8301,100,98.1,2489.15686961063,2492.25686961063
"IVF_PQ",1,8401,1,24.64,2810.8189250770674,7038810.818925077
"IVF_PQ",1,8401,840,49.5,5700.951448920785,4555700.951448921
"IVF_PQ",1,8401,100,49.5,10299.089011663596,4560299.089011664
"IVF_PQ",2,8401,1,24.76,13501.26826755939,7037501.268267559
"IVF_PQ",2,8401,840,55.37,11719.861406057897,3974719.8614060585
"IVF_PQ",2,8401,100,55.37,11332.893812483113,3974332.8938124836
"IVF_PQ",4,8401,1,24.81,12935.002775550483,7031935.002775551
"IVF_PQ",4,8401,840,61.47,9333.327399363581,3362333.3273993637
"IVF_PQ",4,8401,100,61.47,13061.48480318884,3366061.484803189
"IVF_PQ",8,8401,1,24.83,10938.333550658495,7027938.333550658
"IVF_PQ",8,8401,840,70.69,8396.500710668028,2439396.500710668
"IVF_PQ",8,8401,100,70.69,11661.858421842851,2442661.858421843
"IVF_PQ",16,8401,1,24.84,9610.70528390083,7025610.705283901
"IVF_PQ",16,8401,840,81.13,8410.98121001865,1395410.9812100192
"IVF_PQ",16,8401,100,81.13,10189.500279377111,1397189.5002793777
"IVF_PQ",32,8401,1,24.86,1667.1783640259002,7015667.178364026
"IVF_PQ",32,8401,840,88.42,1014.4180095726645,659014.4180095725
"IVF_PQ",32,8401,100,88.42,5435.430111707228,663435.4301117071
"IVF_PQ",64,8401,1,24.88,4430.680821845455,7016430.680821845
"IVF_PQ",64,8401,840,94.44,2516.260318679209,58516.26031867944
"IVF_PQ",64,8401,100,94.44,4767.44640705631,60767.44640705654
"IVF_PQ",128,8401,1,24.88,2761.4998189419625,7014761.499818942
"IVF_PQ",128,8401,840,98.1,1103.7554966671316,1106.8554966671315
"IVF_PQ",128,8401,100,98.1,2322.890498659755,2325.990498659755
"IVF_PQ",1,8501,1,24.64,13817.961388943797,7049817.961388944
"IVF_PQ",1,8501,850,49.5,11378.086428125764,4561378.086428125
"IVF_PQ",1,8501,100,49.5,14098.974755453964,4564098.974755454
"IVF_PQ",2,8501,1,24.76,12644.49066956076,7036644.49066956
"IVF_PQ",2,8501,850,55.37,12009.804146145916,3975009.8041461464
"IVF_PQ",2,8501,100,55.37,12582.282885855708,3975582.282885856
"IVF_PQ",4,8501,1,24.81,13003.174603174602,7032003.174603174
"IVF_PQ",4,8501,850,61.47,11135.813089074738,3364135.8130890746
"IVF_PQ",4,8501,100,61.47,13248.378028364761,3366248.378028365
"IVF_PQ",8,8501,1,24.83,10824.010322580645,7027824.010322581
"IVF_PQ",8,8501,850,70.69,9447.481755113073,2440447.481755113
"IVF_PQ",8,8501,100,70.69,12107.918362633873,2443107.918362634
"IVF_PQ",16,8501,1,24.84,8814.3406535673,7024814.340653568
"IVF_PQ",16,8501,850,81.13,7249.1816312068995,1394249.1816312075
"IVF_PQ",16,8501,100,81.13,10043.35041425219,1397043.3504142526
"IVF_PQ",32,8501,1,24.86,7931.889786115471,7021931.889786116
"IVF_PQ",32,8501,850,88.42,4740.6121434061215,662740.6121434061
"IVF_PQ",32,8501,100,88.42,9316.948776045137,667316.948776045
"IVF_PQ",64,8501,1,24.88,4488.574975386327,7016488.574975386
"IVF_PQ",64,8501,850,94.44,2696.4519219024232,58696.45192190265
"IVF_PQ",64,8501,100,94.44,5525.728212897701,61525.72821289793
"IVF_PQ",128,8501,1,24.88,2698.412208240047,7014698.4122082405
"IVF_PQ",128,8501,850,98.1,1065.2281795162883,1068.3281795162882
"IVF_PQ",128,8501,100,98.1,2461.200467089551,2464.3004670895507
"IVF_PQ",1,8601,1,24.64,10246.253817026995,7046246.253817027
"IVF_PQ",1,8601,860,49.5,9197.83338084691,4559197.833380847
"IVF_PQ",1,8601,100,49.5,14765.036786707502,4564765.036786707
"IVF_PQ",2,8601,1,24.76,4358.08067164024,7028358.080671639
"IVF_PQ",2,8601,860,55.37,2980.5178931809783,3965980.5178931816
"IVF_PQ",2,8601,100,55.37,5043.413015246982,3968043.4130152473
"IVF_PQ",4,8601,1,24.81,12308.674727080643,7031308.67472708
"IVF_PQ",4,8601,860,61.47,11697.961232742993,3364697.961232743
"IVF_PQ",4,8601,100,61.47,13076.959531084367,3366076.959531084
"IVF_PQ",8,8601,1,24.83,9083.692121107117,7026083.692121107
"IVF_PQ",8,8601,860,70.69,9318.604754499,2440318.604754499
"IVF_PQ",8,8601,100,70.69,12824.264660918487,2443824.2646609186
"IVF_PQ",16,8601,1,24.84,8626.527632093128,7024626.527632093
"IVF_PQ",16,8601,860,81.13,5759.11244147249,1392759.112441473
"IVF_PQ",16,8601,100,81.13,10680.138521083723,1397680.138521084
"IVF_PQ",32,8601,1,24.86,7384.858088597789,7021384.858088598
"IVF_PQ",32,8601,860,88.42,5767.586149995875,663767.5861499958
"IVF_PQ",32,8601,100,88.42,9155.869897402314,667155.8698974022
"IVF_PQ",64,8601,1,24.88,4643.209493867068,7016643.209493867
"IVF_PQ",64,8601,860,94.44,2672.160955129553,58672.16095512978
"IVF_PQ",64,8601,100,94.44,4358.714719208547,60358.71471920877
"IVF_PQ",128,8601,1,24.88,2690.311986863711,7014690.311986864
"IVF_PQ",128,8601,860,98.1,934.1039020620508,937.2039020620508
"IVF_PQ",128,8601,100,98.1,2519.207414125519,2522.307414125519
"IVF_PQ",1,8701,1,24.64,4195.520701003291,7040195.520701003
"IVF_PQ",1,8701,870,49.5,3025.9313767927742,4553025.9313767925
"IVF_PQ",1,8701,100,49.5,8241.092445230377,4558241.09244523
"IVF_PQ",2,8701,1,24.76,2893.5613612688253,7026893.561361268
"IVF_PQ",2,8701,870,55.37,4974.210457655863,3967974.2104576565
"IVF_PQ",2,8701,100,55.37,11801.643218908272,3974801.643218909
"IVF_PQ",4,8701,1,24.81,11032.416223893944,7030032.416223894
"IVF_PQ",4,8701,870,61.47,10549.054325955734,3363549.054325956
"IVF_PQ",4,8701,100,61.47,13780.733342094887,3366780.733342095
"IVF_PQ",8,8701,1,24.83,10562.336942835558,7027562.336942836
"IVF_PQ",8,8701,870,70.69,8747.974804988946,2439747.974804989
"IVF_PQ",8,8701,100,70.69,10232.255861042668,2441232.2558610425
"IVF_PQ",16,8701,1,24.84,8851.35694086861,7024851.356940868
"IVF_PQ",16,8701,870,81.13,6610.095661355649,1393610.095661356
"IVF_PQ",16,8701,100,81.13,8937.933385897244,1395937.9333858977
"IVF_PQ",32,8701,1,24.86,8040.764526580143,7022040.76452658
"IVF_PQ",32,8701,870,88.42,5473.520468752039,663473.5204687519
"IVF_PQ",32,8701,100,88.42,9489.160878713152,667489.160878713
"IVF_PQ",64,8701,1,24.88,3814.1478807278545,7015814.147880727
"IVF_PQ",64,8701,870,94.44,2572.3720040232565,58572.372004023484
"IVF_PQ",64,8701,100,94.44,4546.917448100168,60546.917448100394
"IVF_PQ",128,8701,1,24.88,2780.7233069247854,7014780.723306925
"IVF_PQ",128,8701,870,98.1,1029.9493657209368,1033.0493657209367
"IVF_PQ",128,8701,100,98.1,2340.4408236147538,2343.5408236147537
"IVF_PQ",1,8801,1,24.64,13814.775534402688,7049814.775534403
"IVF_PQ",1,8801,880,49.5,12928.623389433451,4562928.623389433
"IVF_PQ",1,8801,100,49.5,15802.516765880491,4565802.51676588
"IVF_PQ",2,8801,1,24.76,10037.58196525152,7034037.581965251
"IVF_PQ",2,8801,880,55.37,10089.737791676689,3973089.737791677
"IVF_PQ",2,8801,100,55.37,12783.225137911066,3975783.2251379117
"IVF_PQ",4,8801,1,24.81,12563.438670061405,7031563.4386700615
"IVF_PQ",4,8801,880,61.47,10883.836313153593,3363883.8363131536
"IVF_PQ",4,8801,100,61.47,12301.45471609573,3365301.4547160957
"IVF_PQ",8,8801,1,24.83,10525.493738864212,7027525.493738865
"IVF_PQ",8,8801,880,70.69,8905.104033970276,2439905.1040339703
"IVF_PQ",8,8801,100,70.69,11031.255588869602,2442031.2555888696
"IVF_PQ",16,8801,1,24.84,7994.3277551176,7023994.327755118
"IVF_PQ",16,8801,880,81.13,5651.86293137136,1392651.862931372
"IVF_PQ",16,8801,100,81.13,10836.034825742114,1397836.0348257425
"IVF_PQ",32,8801,1,24.86,8025.379331458202,7022025.379331458
"IVF_PQ",32,8801,880,88.42,5462.471348197541,663462.4713481974
"IVF_PQ",32,8801,100,88.42,8790.694360027665,666790.6943600276
"IVF_PQ",64,8801,1,24.88,4115.936567750039,7016115.93656775
"IVF_PQ",64,8801,880,94.44,2641.066424869814,58641.06642487004
"IVF_PQ",64,8801,100,94.44,4256.059422216359,60256.05942221658
"IVF_PQ",128,8801,1,24.88,2736.153223912533,7014736.153223912
"IVF_PQ",128,8801,880,98.1,1048.2300840722562,1051.330084072256
"IVF_PQ",128,8801,100,98.1,2378.397504961724,2381.4975049617237
"IVF_PQ",1,8901,1,24.64,13547.055973644263,7049547.055973644
"IVF_PQ",1,8901,890,49.5,12392.318146900669,4562392.3181469
"IVF_PQ",1,8901,100,49.5,14871.836329468497,4564871.8363294685
"IVF_PQ",2,8901,1,24.76,13554.93649613806,7037554.936496137
"IVF_PQ",2,8901,890,55.37,12940.589904973467,3975940.5899049737
"IVF_PQ",2,8901,100,55.37,14743.757030371204,3977743.7570303716
"IVF_PQ",4,8901,1,24.81,12575.86951307268,7031575.869513073
"IVF_PQ",4,8901,890,61.47,11311.80452547264,3364311.8045254727
"IVF_PQ",4,8901,100,61.47,12846.653802566694,3365846.6538025667
"IVF_PQ",8,8901,1,24.83,11617.92698465459,7028617.926984655
"IVF_PQ",8,8901,890,70.69,9376.308318243802,2440376.308318244
"IVF_PQ",8,8901,100,70.69,10428.40377921432,2441428.4037792142
"IVF_PQ",16,8901,1,24.84,10013.856989375672,7026013.856989375
"IVF_PQ",16,8901,890,81.13,7070.283026819277,1394070.2830268198
"IVF_PQ",16,8901,100,81.13,12861.228995461794,1399861.2289954622
"IVF_PQ",32,8901,1,24.86,8069.848965848966,7022069.848965849
"IVF_PQ",32,8901,890,88.42,3915.811487041601,661915.8114870415
"IVF_PQ",32,8901,100,88.42,9291.56199463902,667291.5619946389
"IVF_PQ",64,8901,1,24.88,4133.989099044935,7016133.989099045
"IVF_PQ",64,8901,890,94.44,2469.969142345653,58469.96914234588
"IVF_PQ",64,8901,100,94.44,4112.748203131894,60112.74820313212
"IVF_PQ",128,8901,1,24.88,2803.997780496447,7014803.997780496
"IVF_PQ",128,8901,890,98.1,965.3018248267576,968.4018248267577
"IVF_PQ",128,8901,100,98.1,2457.537601584335,2460.637601584335
"IVF_PQ",1,9001,1,24.64,13621.408157963107,7049621.408157963
"IVF_PQ",1,9001,900,49.5,12193.807599499956,4562193.8075995
"IVF_PQ",1,9001,100,49.5,14018.395721925133,4564018.395721925
"IVF_PQ",2,9001,1,24.76,13644.45022771633,7037644.450227715
"IVF_PQ",2,9001,900,55.37,12541.649971593457,3975541.649971594
"IVF_PQ",2,9001,100,55.37,15030.115387371892,3978030.115387372
"IVF_PQ",4,9001,1,24.81,2766.3080971633217,7021766.308097163
"IVF_PQ",4,9001,900,61.47,3717.629540337877,3356717.6295403377
"IVF_PQ",4,9001,100,61.47,11854.008987366815,3364854.0089873667
"IVF_PQ",8,9001,1,24.83,10264.307564300223,7027264.3075643005
"IVF_PQ",8,9001,900,70.69,7153.974995309489,2438153.9749953095
"IVF_PQ",8,9001,100,70.69,9157.868995633187,2440157.868995633
"IVF_PQ",16,9001,1,24.84,8591.89216871172,7024591.892168712
"IVF_PQ",16,9001,900,81.13,6490.319385986631,1393490.319385987
"IVF_PQ",16,9001,100,81.13,8898.114008104038,1395898.1140081044
"IVF_PQ",32,9001,1,24.86,6891.612033979067,7020891.612033979
"IVF_PQ",32,9001,900,88.42,4866.4593678934425,662866.4593678933
"IVF_PQ",32,9001,100,88.42,10038.542913216217,668038.542913216
"IVF_PQ",64,9001,1,24.88,4387.301388060794,7016387.301388061
"IVF_PQ",64,9001,900,94.44,2554.8696769792105,58554.86967697943
"IVF_PQ",64,9001,100,94.44,5415.918599245907,61415.918599246135
"IVF_PQ",128,9001,1,24.88,1066.2599207862397,7013066.259920786
"IVF_PQ",128,9001,900,98.1,1045.390173446422,1048.490173446422
"IVF_PQ",128,9001,100,98.1,2499.4213728539844,2502.5213728539843
"IVF_PQ",1,9101,1,24.64,3685.0972605387547,7039685.0972605385
"IVF_PQ",1,9101,910,49.5,3207.4146013198847,4553207.4146013195
"IVF_PQ",1,9101,100,49.5,10532.894703799502,4560532.8947038
"IVF_PQ",2,9101,1,24.76,13173.065326633166,7037173.065326632
"IVF_PQ",2,9101,910,55.37,11768.1995454673,3974768.1995454677
"IVF_PQ",2,9101,100,55.37,13553.622439087443,3976553.622439088
"IVF_PQ",4,9101,1,24.81,13042.395596878012,7032042.395596878
"IVF_PQ",4,9101,910,61.47,10592.211727865044,3363592.211727865
"IVF_PQ",4,9101,100,61.47,13949.858649017195,3366949.8586490173
"IVF_PQ",8,9101,1,24.83,10298.330386957376,7027298.330386957
"IVF_PQ",8,9101,910,70.69,8229.773373884038,2439229.773373884
"IVF_PQ",8,9101,100,70.69,12502.023905332499,2443502.0239053327
"IVF_PQ",16,9101,1,24.84,2049.7114289763426,7018049.711428977
"IVF_PQ",16,9101,910,81.13,1423.4723556183035,1388423.4723556188
"IVF_PQ",16,9101,100,81.13,6193.963022033197,1393193.9630220337
"IVF_PQ",32,9101,1,24.86,2472.1528686447173,7016472.152868644
"IVF_PQ",32,9101,910,88.42,1516.6146580994152,659516.6146580992
"IVF_PQ",32,9101,100,88.42,4423.251497511179,662423.251497511
"IVF_PQ",64,9101,1,24.88,1322.1816622849326,7013322.181662285
"IVF_PQ",64,9101,910,94.44,986.1200844512783,56986.120084451504
"IVF_PQ",64,9101,100,94.44,2916.2551712150184,58916.25517121524
"IVF_PQ",128,9101,1,24.88,718.2297963279439,7012718.229796328
"IVF_PQ",128,9101,910,98.1,1024.3726355534607,1027.4726355534606
"IVF_PQ",128,9101,100,98.1,2485.204211624035,2488.304211624035
"IVF_PQ",1,9201,1,24.64,14307.217901487242,7050307.217901487
"IVF_PQ",1,9201,920,49.5,13195.85968224005,4563195.85968224
"IVF_PQ",1,9201,100,49.5,15714.300700610693,4565714.3007006105
"IVF_PQ",2,9201,1,24.76,13555.374571779459,7037555.374571779
"IVF_PQ",2,9201,920,55.37,11973.462746217529,3974973.462746218
"IVF_PQ",2,9201,100,55.37,14716.856140350877,3977716.8561403514
"IVF_PQ",4,9201,1,24.81,13201.258970162407,7032201.258970163
"IVF_PQ",4,9201,920,61.47,10718.074259576317,3363718.0742595764
"IVF_PQ",4,9201,100,61.47,14080.988350622754,3367080.988350623
"IVF_PQ",8,9201,1,24.83,2260.2030478736015,7019260.203047873
"IVF_PQ",8,9201,920,70.69,5646.6888353370405,2436646.688835337
"IVF_PQ",8,9201,100,70.69,10015.291673631176,2441015.2916736314
"IVF_PQ",16,9201,1,24.84,9691.762368001479,7025691.762368001
"IVF_PQ",16,9201,920,81.13,7285.572346708355,1394285.5723467087
"IVF_PQ",16,9201,100,81.13,10470.054917623565,1397470.054917624
"IVF_PQ",32,9201,1,24.86,6822.447054230782,7020822.447054231
"IVF_PQ",32,9201,920,88.42,4519.578030882622,662519.5780308825
"IVF_PQ",32,9201,100,88.42,7933.690203718766,665933.6902037186
"IVF_PQ",64,9201,1,24.88,4341.030842475678,7016341.030842476
"IVF_PQ",64,9201,920,94.44,2727.8961471422253,58727.89614714245
"IVF_PQ",64,9201,100,94.44,5410.608875128999,61410.60887512923
"IVF_PQ",128,9201,1,24.88,857.0490959134758,7012857.049095914
"IVF_PQ",128,9201,920,98.1,1059.815341698715,1062.9153416987149
"IVF_PQ",128,9201,100,98.1,2446.5855863738443,2449.685586373844
"IVF_PQ",1,9301,1,24.64,12921.852182753628,7048921.852182753
"IVF_PQ",1,9301,930,49.5,11824.600377773393,4561824.600377773
"IVF_PQ",1,9301,100,49.5,14639.804537521815,4564639.804537522
"IVF_PQ",2,9301,1,24.76,13982.411574490783,7037982.411574489
"IVF_PQ",2,9301,930,55.37,12371.483349556087,3975371.4833495566
"IVF_PQ",2,9301,100,55.37,15176.957591547258,3978176.9575915476
"IVF_PQ",4,9301,1,24.81,13393.913460003194,7032393.913460003
"IVF_PQ",4,9301,930,61.47,12362.36736618722,3365362.3673661873
"IVF_PQ",4,9301,100,61.47,14221.836430218364,3367221.8364302185
"IVF_PQ",8,9301,1,24.83,11499.435214125131,7028499.435214126
"IVF_PQ",8,9301,930,70.69,10037.822184994615,2441037.822184995
"IVF_PQ",8,9301,100,70.69,11541.203015794397,2442541.2030157945
"IVF_PQ",16,9301,1,24.84,9799.31778888837,7025799.317788889
"IVF_PQ",16,9301,930,81.13,7591.9126830416135,1394591.912683042
"IVF_PQ",16,9301,100,81.13,12210.491994177584,1399210.4919941782
"IVF_PQ",32,9301,1,24.86,8184.9660448052455,7022184.966044805
"IVF_PQ",32,9301,930,88.42,4636.331881590874,662636.3318815908
"IVF_PQ",32,9301,100,88.42,7738.853832244732,665738.8538322446
"IVF_PQ",64,9301,1,24.88,4570.800867452023,7016570.800867452
"IVF_PQ",64,9301,930,94.44,2546.8491553623257,58546.84915536255
"IVF_PQ",64,9301,100,94.44,4964.495892810643,60964.49589281087
"IVF_PQ",128,9301,1,24.88,2779.5623533777784,7014779.562353378
"IVF_PQ",128,9301,930,98.1,1032.9805757575011,1036.080575757501
"IVF_PQ",128,9301,100,98.1,2455.494605211547,2458.594605211547
"IVF_PQ",1,9401,1,24.64,13729.758748240532,7049729.758748241
"IVF_PQ",1,9401,940,49.5,12273.377421431498,4562273.377421431
"IVF_PQ",1,9401,100,49.5,14490.098804670766,4564490.09880467
"IVF_PQ",2,9401,1,24.76,13265.557593775697,7037265.557593775
"IVF_PQ",2,9401,940,55.37,11077.287132896683,3974077.287132897
"IVF_PQ",2,9401,100,55.37,14483.594046755758,3977483.594046756
"IVF_PQ",4,9401,1,24.81,9711.060174573406,7028711.060174573
"IVF_PQ",4,9401,940,61.47,11726.414672332812,3364726.414672333
"IVF_PQ",4,9401,100,61.47,13841.217041217042,3366841.2170412173
"IVF_PQ",8,9401,1,24.83,10480.519740129936,7027480.51974013
"IVF_PQ",8,9401,940,70.69,9087.037719089196,2440087.037719089
"IVF_PQ",8,9401,100,70.69,12457.465324185452,2443457.4653241853
"IVF_PQ",16,9401,1,24.84,8573.451616859491,7024573.451616859
"IVF_PQ",16,9401,940,81.13,6067.797002488282,1393067.7970024887
"IVF_PQ",16,9401,100,81.13,10016.48755791183,1397016.4875579122
"IVF_PQ",32,9401,1,24.86,8159.4895338884135,7022159.489533888
"IVF_PQ",32,9401,940,88.42,5620.658510110824,663620.6585101107
"IVF_PQ",32,9401,100,88.42,9100.049901282246,667100.0499012822
"IVF_PQ",64,9401,1,24.88,4638.485357869592,7016638.485357869
"IVF_PQ",64,9401,940,94.44,2761.1907677318272,58761.190767732056
"IVF_PQ",64,9401,100,94.44,5701.106429251054,61701.10642925128
"IVF_PQ",128,9401,1,24.88,821.7309956643803,7012821.730995664
"IVF_PQ",128,9401,940,98.1,943.1230535724324,946.2230535724324
"IVF_PQ",128,9401,100,98.1,2422.576732473113,2425.676732473113
"IVF_PQ",1,9501,1,24.64,14062.104804371878,7050062.1048043715
"IVF_PQ",1,9501,950,49.5,12077.585809721262,4562077.585809722
"IVF_PQ",1,9501,100,49.5,15632.305914800045,4565632.3059148
"IVF_PQ",2,9501,1,24.76,12260.10347549034,7036260.10347549
"IVF_PQ",2,9501,950,55.37,10405.378451462453,3973405.378451463
"IVF_PQ",2,9501,100,55.37,15426.473941667586,3978426.473941668
"IVF_PQ",4,9501,1,24.81,11894.348183648584,7030894.348183649
"IVF_PQ",4,9501,950,61.47,10846.683389795444,3363846.6833897955
"IVF_PQ",4,9501,100,61.47,13961.467279142535,3366961.4672791427
"IVF_PQ",8,9501,1,24.83,12341.269934678985,7029341.269934679
"IVF_PQ",8,9501,950,70.69,10846.683389795444,2441846.6833897955
"IVF_PQ",8,9501,100,70.69,11395.707221648645,2442395.7072216487
"IVF_PQ",16,9501,1,24.84,8965.253077975376,7024965.2530779755
"IVF_PQ",16,9501,950,81.13,7540.0506948064785,1394540.050694807
"IVF_PQ",16,9501,100,81.13,9338.522509685175,1396338.5225096857
"IVF_PQ",32,9501,1,24.86,8134.959948796524,7022134.959948797
"IVF_PQ",32,9501,950,88.42,5857.066651771376,663857.0666517713
"IVF_PQ",32,9501,100,88.42,9825.026938393066,667825.0269383929
"IVF_PQ",64,9501,1,24.88,1331.4320904571744,7013331.4320904575
