index_type,m,nlist,nprobe,recall,query_pre_sec,loss
"IVF_PQ",64,3901,1,24.88,4598.362075581332,7016598.362075581
"IVF_PQ",64,3901,390,94.44,2669.541806424512,58669.541806424735
"IVF_PQ",64,3901,100,94.44,4670.50910872567,60670.50910872589
"IVF_PQ",128,3901,1,24.88,859.2208984086924,7012859.220898408
"IVF_PQ",128,3901,390,98.1,1075.7604670011183,1078.8604670011182
"IVF_PQ",128,3901,100,98.1,2487.1937190161057,2490.2937190161056
"IVF_PQ",1,4001,1,24.64,14472.099924090815,7050472.099924091
"IVF_PQ",1,4001,400,49.5,12852.952532712285,4562852.952532712
"IVF_PQ",1,4001,100,49.5,14366.514814180511,4564366.51481418
"IVF_PQ",2,4001,1,24.76,13551.870759289177,7037551.870759288
"IVF_PQ",2,4001,400,55.37,11766.21875613656,3974766.218756137
"IVF_PQ",2,4001,100,55.37,14557.995210162786,3977557.9952101633
"IVF_PQ",4,4001,1,24.81,13605.060170618573,7032605.060170619
"IVF_PQ",4,4001,400,61.47,11595.443989826384,3364595.4439898264
"IVF_PQ",4,4001,100,61.47,13730.657675058108,3366730.657675058
"IVF_PQ",8,4001,1,24.83,11444.837371752892,7028444.837371753
"IVF_PQ",8,4001,400,70.69,9619.522040273381,2440619.5220402735
"IVF_PQ",8,4001,100,70.69,14306.729883685233,2445306.7298836852
"IVF_PQ",16,4001,1,24.84,8818.603086497624,7024818.603086498
"IVF_PQ",16,4001,400,81.13,7900.663050030139,1394900.6630500306
"IVF_PQ",16,4001,100,81.13,9915.846710324122,1396915.8467103245
"IVF_PQ",32,4001,1,24.86,1646.394014688507,7015646.394014688
"IVF_PQ",32,4001,400,88.42,1666.29084480464,659666.2908448045
"IVF_PQ",32,4001,100,88.42,5821.864416190106,663821.86441619
"IVF_PQ",64,4001,1,24.88,4580.984938673424,7016580.984938674
"IVF_PQ",64,4001,400,94.44,2809.538609935159,58809.538609935385
"IVF_PQ",64,4001,100,94.44,5709.954258331518,61709.954258331745
"IVF_PQ",128,4001,1,24.88,2780.299354359729,7014780.2993543595
"IVF_PQ",128,4001,400,98.1,1088.6943882053679,1091.7943882053678
"IVF_PQ",128,4001,100,98.1,2394.3917977759,2397.4917977759
"IVF_PQ",1,4101,1,24.64,14365.53070520944,7050365.53070521
"IVF_PQ",1,4101,410,49.5,13345.330745489835,4563345.33074549
"IVF_PQ",1,4101,100,49.5,15122.23824632247,4565122.238246323
"IVF_PQ",2,4101,1,24.76,12340.180646679808,7036340.180646678
"IVF_PQ",2,4101,410,55.37,10477.116378987335,3973477.1163789877
"IVF_PQ",2,4101,100,55.37,11549.465800198259,3974549.4658001987
"IVF_PQ",4,4101,1,24.81,13276.895318286854,7032276.8953182865
"IVF_PQ",4,4101,410,61.47,7895.011858600309,3360895.0118586
"IVF_PQ",4,4101,100,61.47,12823.872565505855,3365823.872565506
"IVF_PQ",8,4101,1,24.83,10819.542898416137,7027819.5428984165
"IVF_PQ",8,4101,410,70.69,9619.30142421393,2440619.301424214
"IVF_PQ",8,4101,100,70.69,11188.092507135427,2442188.0925071356
"IVF_PQ",16,4101,1,24.84,9696.467542075088,7025696.467542076
"IVF_PQ",16,4101,410,81.13,6759.010555152687,1393759.0105551532
"IVF_PQ",16,4101,100,81.13,10365.776141166003,1397365.7761411665
"IVF_PQ",32,4101,1,24.86,1573.7826956485849,7015573.782695648
"IVF_PQ",32,4101,410,88.42,3513.611955802401,661513.6119558023
"IVF_PQ",32,4101,100,88.42,7015.528719098116,665015.528719098
"IVF_PQ",64,4101,1,24.88,4228.68319437023,7016228.68319437
"IVF_PQ",64,4101,410,94.44,2410.422569206986,58410.422569207214
"IVF_PQ",64,4101,100,94.44,5032.762179025678,61032.7621790259
"IVF_PQ",128,4101,1,24.88,2761.2271231073073,7014761.227123108
"IVF_PQ",128,4101,410,98.1,1104.240777598753,1107.340777598753
"IVF_PQ",128,4101,100,98.1,2408.8997628031725,2411.9997628031724
"IVF_PQ",1,4201,1,24.64,13710.460251046024,7049710.460251046
"IVF_PQ",1,4201,420,49.5,12423.150287305254,4562423.150287305
"IVF_PQ",1,4201,100,49.5,15582.360589961734,4565582.3605899615
"IVF_PQ",2,4201,1,24.76,11105.149725965739,7035105.149725965
"IVF_PQ",2,4201,420,55.37,9894.560037744752,3972894.560037745
"IVF_PQ",2,4201,100,55.37,15707.23888701644,3978707.238887017
"IVF_PQ",4,4201,1,24.81,12650.211123175293,7031650.211123175
"IVF_PQ",4,4201,420,61.47,9490.878645939401,3362490.8786459393
"IVF_PQ",4,4201,100,61.47,13686.301638060431,3366686.3016380602
"IVF_PQ",8,4201,1,24.83,10775.624293495015,7027775.624293495
"IVF_PQ",8,4201,420,70.69,9591.36519551795,2440591.365195518
"IVF_PQ",8,4201,100,70.69,12586.813912312817,2443586.813912313
"IVF_PQ",16,4201,1,24.84,7909.005883240307,7023909.00588324
"IVF_PQ",16,4201,420,81.13,7874.113428576792,1394874.1134285773
"IVF_PQ",16,4201,100,81.13,11292.009476631489,1398292.0094766319
"IVF_PQ",32,4201,1,24.86,1652.0943130164883,7015652.094313016
"IVF_PQ",32,4201,420,88.42,1209.5104346597382,659209.5104346597
"IVF_PQ",32,4201,100,88.42,5461.262223148136,663461.262223148
"IVF_PQ",64,4201,1,24.88,4615.262051739126,7016615.262051739
"IVF_PQ",64,4201,420,94.44,2821.1795092552734,58821.1795092555
"IVF_PQ",64,4201,100,94.44,4552.444835183919,60552.44483518414
"IVF_PQ",128,4201,1,24.88,2772.745241920023,7014772.74524192
"IVF_PQ",128,4201,420,98.1,1055.1150756815364,1058.2150756815363
"IVF_PQ",128,4201,100,98.1,2438.236969689923,2441.336969689923
"IVF_PQ",1,4301,1,24.64,2788.5063890329357,7038788.506389033
"IVF_PQ",1,4301,430,49.5,6394.048508315929,4556394.048508316
"IVF_PQ",1,4301,100,49.5,11395.707221648645,4561395.707221649
"IVF_PQ",2,4301,1,24.76,12346.71926054576,7036346.7192605445
"IVF_PQ",2,4301,430,55.37,11690.136291423953,3974690.1362914243
"IVF_PQ",2,4301,100,55.37,14903.542621611057,3977903.5426216116
"IVF_PQ",4,4301,1,24.81,12853.34640843344,7031853.346408433
"IVF_PQ",4,4301,430,61.47,10160.62015503876,3363160.620155039
"IVF_PQ",4,4301,100,61.47,14400.549337361806,3367400.549337362
"IVF_PQ",8,4301,1,24.83,11230.330941415872,7028230.330941416
"IVF_PQ",8,4301,430,70.69,8743.41581372079,2439743.415813721
"IVF_PQ",8,4301,100,70.69,11641.78971910736,2442641.7897191076
"IVF_PQ",16,4301,1,24.84,9833.549808923171,7025833.549808923
"IVF_PQ",16,4301,430,81.13,7470.086200755147,1394470.0862007556
"IVF_PQ",16,4301,100,81.13,12723.506749582892,1399723.5067495834
"IVF_PQ",32,4301,1,24.86,7997.528839736867,7021997.528839737
"IVF_PQ",32,4301,430,88.42,5934.719981888672,663934.7199818885
"IVF_PQ",32,4301,100,88.42,7144.591694205022,665144.591694205
"IVF_PQ",64,4301,1,24.88,4371.571212673928,7016371.571212674
"IVF_PQ",64,4301,430,94.44,2713.635775471649,58713.63577547188
"IVF_PQ",64,4301,100,94.44,5455.508441507765,61455.50844150799
"IVF_PQ",128,4301,1,24.88,2787.7094452235524,7014787.709445223
"IVF_PQ",128,4301,430,98.1,1036.0066493270397,1039.1066493270396
"IVF_PQ",128,4301,100,98.1,2424.495222460505,2427.595222460505
"IVF_PQ",1,4401,1,24.64,14268.281398829773,7050268.28139883
"IVF_PQ",1,4401,440,49.5,12688.480154888673,4562688.480154889
"IVF_PQ",1,4401,100,49.5,13234.165273088694,4563234.165273089
"IVF_PQ",2,4401,1,24.76,14198.246504857656,7038198.246504856
"IVF_PQ",2,4401,440,55.37,11128.721908249092,3974128.7219082494
"IVF_PQ",2,4401,100,55.37,14054.56555976276,3977054.565559763
"IVF_PQ",4,4401,1,24.81,12672.761881741548,7031672.761881742
"IVF_PQ",4,4401,440,61.47,10440.604386030418,3363440.60438603
"IVF_PQ",4,4401,100,61.47,13179.688285570639,3366179.6882855706
"IVF_PQ",8,4401,1,24.83,10672.529262086515,7027672.529262086
"IVF_PQ",8,4401,440,70.69,8810.082339102672,2439810.082339103
"IVF_PQ",8,4401,100,70.69,11888.953768530853,2442888.953768531
"IVF_PQ",16,4401,1,24.84,9666.5222401475,7025666.522240148
"IVF_PQ",16,4401,440,81.13,7295.710558357975,1394295.7105583583
"IVF_PQ",16,4401,100,81.13,11758.631903560416,1398758.6319035608
"IVF_PQ",32,4401,1,24.86,1520.9538452612342,7015520.953845262
"IVF_PQ",32,4401,440,88.42,2942.648472305048,660942.6484723049
"IVF_PQ",32,4401,100,88.42,7416.589747670327,665416.5897476702
"IVF_PQ",64,4401,1,24.88,936.9208053271502,7012936.920805328
"IVF_PQ",64,4401,440,94.44,2051.205007824726,58051.20500782495
"IVF_PQ",64,4401,100,94.44,5065.095159887934,61065.09515988816
"IVF_PQ",128,4401,1,24.88,2776.3425628669584,7014776.342562867
"IVF_PQ",128,4401,440,98.1,1034.050180095114,1037.150180095114
"IVF_PQ",128,4401,100,98.1,2158.2188009735464,2161.3188009735463
"IVF_PQ",1,4501,1,24.64,2971.354085492852,7038971.354085493
"IVF_PQ",1,4501,450,49.5,4849.186658188334,4554849.186658189
"IVF_PQ",1,4501,100,49.5,11529.464801121527,4561529.4648011215
"IVF_PQ",2,4501,1,24.76,2882.7029739036007,7026882.702973902
"IVF_PQ",2,4501,450,55.37,2498.9001823099748,3965498.9001823105
"IVF_PQ",2,4501,100,55.37,13323.710292249047,3976323.7102922495
"IVF_PQ",4,4501,1,24.81,12671.230476420653,7031671.23047642
"IVF_PQ",4,4501,450,61.47,11144.68978344626,3364144.6897834465
"IVF_PQ",4,4501,100,61.47,13912.378930608995,3366912.378930609
"IVF_PQ",8,4501,1,24.83,11514.588480755505,7028514.588480756
"IVF_PQ",8,4501,450,70.69,10671.17160666582,2441671.171606666
"IVF_PQ",8,4501,100,70.69,12229.717751341264,2443229.7177513414
"IVF_PQ",16,4501,1,24.84,1493.7086446484661,7017493.708644648
"IVF_PQ",16,4501,450,81.13,2864.922610346853,1389864.9226103474
"IVF_PQ",16,4501,100,81.13,9381.551400196833,1396381.5514001972
"IVF_PQ",32,4501,1,24.86,7908.260271131474,7021908.260271131
"IVF_PQ",32,4501,450,88.42,5749.796427543285,663749.7964275432
"IVF_PQ",32,4501,100,88.42,9143.494942448553,667143.4949424485
"IVF_PQ",64,4501,1,24.88,4208.444373093595,7016208.444373094
"IVF_PQ",64,4501,450,94.44,2795.811253091234,58795.81125309146
"IVF_PQ",64,4501,100,94.44,5149.101980185865,61149.10198018609
"IVF_PQ",128,4501,1,24.88,2796.4077365673484,7014796.407736568
"IVF_PQ",128,4501,450,98.1,1024.040001562561,1027.1400015625609
"IVF_PQ",128,4501,100,98.1,2255.0627705045836,2258.1627705045835
"IVF_PQ",1,4601,1,24.64,14331.661313469554,7050331.6613134695
"IVF_PQ",1,4601,460,49.5,10692.9356277884,4560692.935627788
"IVF_PQ",1,4601,100,49.5,14966.294380017842,4564966.294380018
"IVF_PQ",2,4601,1,24.76,12531.532715864954,7036531.5327158645
"IVF_PQ",2,4601,460,55.37,10937.76305838788,3973937.763058388
"IVF_PQ",2,4601,100,55.37,13141.285208509571,3976141.2852085102
"IVF_PQ",4,4601,1,24.81,12403.678840751147,7031403.678840751
"IVF_PQ",4,4601,460,61.47,9822.956041125084,3362822.956041125
"IVF_PQ",4,4601,100,61.47,14424.816865563847,3367424.816865564
"IVF_PQ",8,4601,1,24.83,10313.777755920033,7027313.77775592
"IVF_PQ",8,4601,460,70.69,8140.801987500486,2439140.8019875004
"IVF_PQ",8,4601,100,70.69,12201.966602664805,2443201.966602665
"IVF_PQ",16,4601,1,24.84,9623.936487540728,7025623.936487541
"IVF_PQ",16,4601,460,81.13,7133.65535070413,1394133.6553507047
"IVF_PQ",16,4601,100,81.13,11208.123563679119,1398208.1235636796
"IVF_PQ",32,4601,1,24.86,8026.147192774312,7022026.147192774
"IVF_PQ",32,4601,460,88.42,5355.547326889437,663355.5473268894
"IVF_PQ",32,4601,100,88.42,9002.391019724839,667002.3910197248
"IVF_PQ",64,4601,1,24.88,966.5853939575508,7012966.585393958
"IVF_PQ",64,4601,460,94.44,2046.6708631601548,58046.67086316038
"IVF_PQ",64,4601,100,94.44,5491.867544812957,61491.86754481318
"IVF_PQ",128,4601,1,24.88,2826.140919473624,7014826.140919474
"IVF_PQ",128,4601,460,98.1,898.3264153933802,901.4264153933802
"IVF_PQ",128,4601,100,98.1,2306.8568191443137,2309.9568191443136
"IVF_PQ",1,4701,1,24.64,12787.512195121952,7048787.5121951215
"IVF_PQ",1,4701,470,49.5,12833.682149195276,4562833.682149195
"IVF_PQ",1,4701,100,49.5,14713.24236152524,4564713.242361525
"IVF_PQ",2,4701,1,24.76,13161.078163732782,7037161.078163732
"IVF_PQ",2,4701,470,55.37,10922.382229629437,3973922.38222963
"IVF_PQ",2,4701,100,55.37,11137.291556027616,3974137.291556028
"IVF_PQ",4,4701,1,24.81,2810.668239204439,7021810.668239204
"IVF_PQ",4,4701,470,61.47,2220.0659513992177,3355220.065951399
"IVF_PQ",4,4701,100,61.47,9548.133309051174,3362548.1333090514
"IVF_PQ",8,4701,1,24.83,10846.963897796628,7027846.963897796
"IVF_PQ",8,4701,470,70.69,9245.275200035268,2440245.2752000354
"IVF_PQ",8,4701,100,70.69,13240.431845444788,2444240.4318454447
"IVF_PQ",16,4701,1,24.84,8801.947452362965,7024801.947452363
"IVF_PQ",16,4701,470,81.13,6809.708895491371,1393809.708895492
"IVF_PQ",16,4701,100,81.13,11984.410537745014,1398984.4105377456
"IVF_PQ",32,4701,1,24.86,7997.98634682125,7021997.986346821
"IVF_PQ",32,4701,470,88.42,5835.715776438997,663835.7157764388
"IVF_PQ",32,4701,100,88.42,7471.017616358811,665471.0176163587
"IVF_PQ",64,4701,1,24.88,4413.152218516219,7016413.152218516
"IVF_PQ",64,4701,470,94.44,2705.286988603015,58705.28698860324
"IVF_PQ",64,4701,100,94.44,5463.8945338960975,61463.894533896324
"IVF_PQ",128,4701,1,24.88,2793.8558277713387,7014793.855827771
"IVF_PQ",128,4701,470,98.1,1074.4927655039553,1077.5927655039552
"IVF_PQ",128,4701,100,98.1,2494.219230380409,2497.319230380409
"IVF_PQ",1,4801,1,24.64,13873.264313829259,7049873.264313829
"IVF_PQ",1,4801,480,49.5,12369.659077503833,4562369.659077504
"IVF_PQ",1,4801,100,49.5,15490.855370069434,4565490.85537007
"IVF_PQ",2,4801,1,24.76,2290.4674530362604,7026290.4674530355
"IVF_PQ",2,4801,480,55.37,7611.890675474574,3970611.890675475
"IVF_PQ",2,4801,100,55.37,13775.75458994318,3976775.7545899437
"IVF_PQ",4,4801,1,24.81,13446.729930751475,7032446.729930751
"IVF_PQ",4,4801,480,61.47,11169.619983489121,3364169.619983489
"IVF_PQ",4,4801,100,61.47,14253.250416284365,3367253.2504162844
"IVF_PQ",8,4801,1,24.83,10353.238546603476,7027353.238546603
"IVF_PQ",8,4801,480,70.69,9270.204442479831,2440270.2044424796
"IVF_PQ",8,4801,100,70.69,11373.766846543916,2442373.766846544
"IVF_PQ",16,4801,1,24.84,8673.26454227755,7024673.264542278
"IVF_PQ",16,4801,480,81.13,5880.717300169651,1392880.71730017
"IVF_PQ",16,4801,100,81.13,10046.237125748503,1397046.237125749
"IVF_PQ",32,4801,1,24.86,7604.162587475978,7021604.162587476
"IVF_PQ",32,4801,480,88.42,6172.90535270137,664172.9053527012
"IVF_PQ",32,4801,100,88.42,8351.02837232454,666351.0283723244
"IVF_PQ",64,4801,1,24.88,4403.65369674317,7016403.653696743
"IVF_PQ",64,4801,480,94.44,2519.116631331119,58519.116631331344
"IVF_PQ",64,4801,100,94.44,5524.127122104126,61524.12712210435
"IVF_PQ",128,4801,1,24.88,2654.1188381952793,7014654.118838196
"IVF_PQ",128,4801,480,98.1,1090.4520862419047,1093.5520862419046
"IVF_PQ",128,4801,100,98.1,2398.8424165127226,2401.9424165127225
"IVF_PQ",1,4901,1,24.64,13523.033273149342,7049523.033273149
"IVF_PQ",1,4901,490,49.5,11583.595238752796,4561583.595238753
"IVF_PQ",1,4901,100,49.5,10784.213097472553,4560784.213097473
"IVF_PQ",2,4901,1,24.76,13387.928117718408,7037387.928117718
"IVF_PQ",2,4901,490,55.37,11709.064515228498,3974709.064515229
"IVF_PQ",2,4901,100,55.37,13335.571664758998,3976335.5716647594
"IVF_PQ",4,4901,1,24.81,2650.2783412001845,7021650.2783412
"IVF_PQ",4,4901,490,61.47,3193.275877820751,3356193.275877821
"IVF_PQ",4,4901,100,61.47,11088.122240727522,3364088.1222407273
"IVF_PQ",8,4901,1,24.83,8874.580000846347,7025874.580000847
"IVF_PQ",8,4901,490,70.69,9276.560357411421,2440276.5603574114
"IVF_PQ",8,4901,100,70.69,12842.720230258123,2443842.720230258
"IVF_PQ",16,4901,1,24.84,9361.6588174899,7025361.65881749
"IVF_PQ",16,4901,490,81.13,8239.797261458067,1395239.7972614586
"IVF_PQ",16,4901,100,81.13,11311.499460625675,1398311.4994606262
"IVF_PQ",32,4901,1,24.86,7472.614869318891,7021472.614869319
"IVF_PQ",32,4901,490,88.42,5347.558456791698,663347.5584567916
"IVF_PQ",32,4901,100,88.42,7950.382894836606,665950.3828948365
"IVF_PQ",64,4901,1,24.88,4597.2532471091135,7016597.253247109
"IVF_PQ",64,4901,490,94.44,2812.364387345948,58812.36438734618
"IVF_PQ",64,4901,100,94.44,5414.590191446239,61414.59019144646
"IVF_PQ",128,4901,1,24.88,805.3269843707999,7012805.326984371
"IVF_PQ",128,4901,490,98.1,1014.6486846084064,1017.7486846084064
"IVF_PQ",128,4901,100,98.1,2525.80664587072,2528.90664587072
"IVF_PQ",1,5001,1,24.64,13727.511946062708,7049727.511946063
"IVF_PQ",1,5001,500,49.5,12544.650815014207,4562544.650815014
"IVF_PQ",1,5001,100,49.5,14799.943542695837,4564799.943542696
"IVF_PQ",2,5001,1,24.76,13585.230290859623,7037585.230290859
"IVF_PQ",2,5001,500,55.37,11003.473424628784,3974003.4734246293
"IVF_PQ",2,5001,100,55.37,13741.904200249,3976741.9042002494
"IVF_PQ",4,5001,1,24.81,11822.60055810807,7030822.600558108
"IVF_PQ",4,5001,500,61.47,9316.121007507441,3362316.1210075077
"IVF_PQ",4,5001,100,61.47,11525.979664743061,3364525.979664743
"IVF_PQ",8,5001,1,24.83,11388.590512911022,7028388.590512911
"IVF_PQ",8,5001,500,70.69,9613.789309617676,2440613.7893096176
"IVF_PQ",8,5001,100,70.69,12208.714888662495,2443208.7148886626
"IVF_PQ",16,5001,1,24.84,9126.384960181034,7025126.384960181
"IVF_PQ",16,5001,500,81.13,6852.318248652181,1393852.3182486526
"IVF_PQ",16,5001,100,81.13,12151.06321339591,1399151.0632133964
"IVF_PQ",32,5001,1,24.86,8181.932387882098,7022181.932387882
"IVF_PQ",32,5001,500,88.42,5023.53969793875,663023.5396979386
"IVF_PQ",32,5001,100,88.42,10163.574682562761,668163.5746825626
"IVF_PQ",64,5001,1,24.88,4486.894382695578,7016486.894382696
"IVF_PQ",64,5001,500,94.44,2564.413847075655,58564.41384707588
"IVF_PQ",64,5001,100,94.44,4378.782089427584,60378.78208942781
"IVF_PQ",128,5001,1,24.88,2708.51888205817,7014708.518882059
"IVF_PQ",128,5001,500,98.1,1072.3280666768933,1075.4280666768932
"IVF_PQ",128,5001,100,98.1,2565.857120135074,2568.957120135074
"IVF_PQ",1,5101,1,24.64,13972.629755480046,7049972.62975548
"IVF_PQ",1,5101,510,49.5,12586.813912312817,4562586.8139123125
"IVF_PQ",1,5101,100,49.5,15555.199525292983,4565555.199525293
"IVF_PQ",2,5101,1,24.76,13303.00358400203,7037303.003584001
"IVF_PQ",2,5101,510,55.37,11272.586540528919,3974272.5865405295
"IVF_PQ",2,5101,100,55.37,16097.885242755709,3979097.885242756
"IVF_PQ",4,5101,1,24.81,13020.936297032162,7032020.936297032
"IVF_PQ",4,5101,510,61.47,10715.609830872208,3363715.609830872
"IVF_PQ",4,5101,100,61.47,12438.255093265325,3365438.2550932653
"IVF_PQ",8,5101,1,24.83,11681.345736088677,7028681.345736088
"IVF_PQ",8,5101,510,70.69,10338.182445589215,2441338.182445589
"IVF_PQ",8,5101,100,70.69,13177.617895629772,2444177.6178956297
"IVF_PQ",16,5101,1,24.84,8507.370897732344,7024507.370897733
"IVF_PQ",16,5101,510,81.13,7739.996309282155,1394739.9963092827
"IVF_PQ",16,5101,100,81.13,11029.51509414116,1398029.5150941417
"IVF_PQ",32,5101,1,24.86,8127.551059954269,7022127.551059954
"IVF_PQ",32,5101,510,88.42,5918.390269370247,663918.3902693702
"IVF_PQ",32,5101,100,88.42,8020.928631530635,666020.9286315305
"IVF_PQ",64,5101,1,24.88,1156.3635361096178,7013156.363536109
"IVF_PQ",64,5101,510,94.44,2046.6908374038092,58046.690837404036
"IVF_PQ",64,5101,100,94.44,5757.531331933177,61757.5313319334
"IVF_PQ",128,5101,1,24.88,2776.3058083733245,7014776.305808374
"IVF_PQ",128,5101,510,98.1,1045.6716470004562,1048.7716470004561
"IVF_PQ",128,5101,100,98.1,2424.1869390066986,2427.2869390066985
"IVF_PQ",1,5201,1,24.64,14520.19663504812,7050520.196635048
"IVF_PQ",1,5201,520,49.5,11531.683712746068,4561531.683712746
"IVF_PQ",1,5201,100,49.5,14599.039331709015,4564599.039331709
"IVF_PQ",2,5201,1,24.76,13605.060170618573,7037605.060170618
"IVF_PQ",2,5201,520,55.37,10871.7055469155,3973871.705546916
"IVF_PQ",2,5201,100,55.37,14283.344117146262,3977283.344117147
"IVF_PQ",4,5201,1,24.81,12124.718873760587,7031124.718873761
"IVF_PQ",4,5201,520,61.47,11291.097531429186,3364291.097531429
"IVF_PQ",4,5201,100,61.47,12458.945492351106,3365458.945492351
"IVF_PQ",8,5201,1,24.83,11805.297081257564,7028805.297081257
"IVF_PQ",8,5201,520,70.69,9930.402253947961,2440930.402253948
"IVF_PQ",8,5201,100,70.69,11796.996118580188,2442796.99611858
"IVF_PQ",16,5201,1,24.84,8868.950351010742,7024868.950351011
"IVF_PQ",16,5201,520,81.13,6139.024033254296,1393139.0240332547
"IVF_PQ",16,5201,100,81.13,9504.427826875142,1396504.4278268756
"IVF_PQ",32,5201,1,24.86,7606.782857868297,7021606.782857868
"IVF_PQ",32,5201,520,88.42,5398.074646074646,663398.0746460746
"IVF_PQ",32,5201,100,88.42,9347.471640926211,667347.4716409261
"IVF_PQ",64,5201,1,24.88,3578.4218204776002,7015578.421820478
"IVF_PQ",64,5201,520,94.44,2458.906293968671,58458.906293968896
"IVF_PQ",64,5201,100,94.44,5225.505195225874,61225.5051952261
"IVF_PQ",128,5201,1,24.88,2628.224103467074,7014628.224103468
"IVF_PQ",128,5201,520,98.1,1082.5043939679401,1085.60439396794
"IVF_PQ",128,5201,100,98.1,2195.1431920951263,2198.2431920951262
"IVF_PQ",1,5301,1,24.64,14099.922681278784,7050099.922681279
"IVF_PQ",1,5301,530,49.5,12560.052704078576,4562560.052704078
"IVF_PQ",1,5301,100,49.5,14524.72209717076,4564524.722097171
"IVF_PQ",2,5301,1,24.76,13967.976555215133,7037967.976555214
"IVF_PQ",2,5301,530,55.37,11985.095439478797,3974985.095439479
"IVF_PQ",2,5301,100,55.37,15750.888129482895,3978750.8881294834
"IVF_PQ",4,5301,1,24.81,12469.316526444094,7031469.316526444
"IVF_PQ",4,5301,530,61.47,11196.753870795515,3364196.7538707955
"IVF_PQ",4,5301,100,61.47,13827.983647632864,3366827.983647633
"IVF_PQ",8,5301,1,24.83,2450.4878419275306,7019450.487841927
"IVF_PQ",8,5301,530,70.69,1796.4527555176742,2432796.452755518
"IVF_PQ",8,5301,100,70.69,9148.68036469921,2440148.680364699
"IVF_PQ",16,5301,1,24.84,9085.266213230516,7025085.266213231
"IVF_PQ",16,5301,530,81.13,6987.362353607543,1393987.362353608
"IVF_PQ",16,5301,100,81.13,9850.87134200761,1396850.871342008
"IVF_PQ",32,5301,1,24.86,7633.779848573093,7021633.779848573
"IVF_PQ",32,5301,530,88.42,4564.88104307699,662564.8810430769
"IVF_PQ",32,5301,100,88.42,8009.8999312504775,666009.8999312504
"IVF_PQ",64,5301,1,24.88,4388.862264170686,7016388.86226417
"IVF_PQ",64,5301,530,94.44,2247.944089525361,58247.94408952558
"IVF_PQ",64,5301,100,94.44,5752.7143053079135,61752.71430530814
"IVF_PQ",128,5301,1,24.88,2782.2542984504353,7014782.25429845
"IVF_PQ",128,5301,530,98.1,1087.6780249987034,1090.7780249987034
"IVF_PQ",128,5301,100,98.1,2283.2108523587112,2286.310852358711
"IVF_PQ",1,5401,1,24.64,14350.294238401533,7050350.294238402
"IVF_PQ",1,5401,540,49.5,12345.629010419732,4562345.629010419
"IVF_PQ",1,5401,100,49.5,14965.760365375008,4564965.760365375
"IVF_PQ",2,5401,1,24.76,13835.738083457034,7037835.738083456
"IVF_PQ",2,5401,540,55.37,12294.60354682691,3975294.6035468276
"IVF_PQ",2,5401,100,55.37,13672.471232519478,3976672.47123252
"IVF_PQ",4,5401,1,24.81,13052.542478371817,7032052.542478371
"IVF_PQ",4,5401,540,61.47,11153.284050417487,3364153.2840504176
"IVF_PQ",4,5401,100,61.47,13919.30441708426,3366919.3044170844
"IVF_PQ",8,5401,1,24.83,11451.086600414983,7028451.086600415
"IVF_PQ",8,5401,540,70.69,9179.515013569115,2440179.515013569
"IVF_PQ",8,5401,100,70.69,13416.191664267664,2444416.191664268
"IVF_PQ",16,5401,1,24.84,2006.0377647261387,7018006.037764726
"IVF_PQ",16,5401,540,81.13,3085.135930328351,1390085.1359303289
"IVF_PQ",16,5401,100,81.13,6833.673851768578,1393833.673851769
"IVF_PQ",32,5401,1,24.86,1644.870251340233,7015644.87025134
"IVF_PQ",32,5401,540,88.42,3595.8471575662493,661595.8471575661
"IVF_PQ",32,5401,100,88.42,8756.924233250516,666756.9242332504
"IVF_PQ",64,5401,1,24.88,1008.9956241535178,7013008.995624154
"IVF_PQ",64,5401,540,94.44,1741.0541871103253,57741.05418711055
"IVF_PQ",64,5401,100,94.44,3832.689724493992,59832.689724494216
"IVF_PQ",128,5401,1,24.88,2742.5044299286633,7014742.504429929
"IVF_PQ",128,5401,540,98.1,1040.8632036608728,1043.9632036608728
"IVF_PQ",128,5401,100,98.1,2471.511908830566,2474.611908830566
"IVF_PQ",1,5501,1,24.64,14076.262711011175,7050076.262711011
"IVF_PQ",1,5501,550,49.5,11824.600377773393,4561824.600377773
"IVF_PQ",1,5501,100,49.5,14434.248743891527,4564434.248743892
"IVF_PQ",2,5501,1,24.76,13991.740334256263,7037991.740334256
"IVF_PQ",2,5501,550,55.37,12046.02085068497,3975046.0208506854
"IVF_PQ",2,5501,100,55.37,14010.903260288616,3977010.903260289
"IVF_PQ",4,5501,1,24.81,12266.198748318418,7031266.1987483185
"IVF_PQ",4,5501,550,61.47,10183.562774661908,3363183.562774662
"IVF_PQ",4,5501,100,61.47,14842.365264163629,3367842.365264164
"IVF_PQ",8,5501,1,24.83,11900.760413119964,7028900.76041312
"IVF_PQ",8,5501,550,70.69,9995.958055290754,2440995.958055291
"IVF_PQ",8,5501,100,70.69,11681.345736088677,2442681.3457360887
"IVF_PQ",16,5501,1,24.84,8830.48549412607,7024830.485494126
"IVF_PQ",16,5501,550,81.13,7217.248558891853,1394217.2485588924
"IVF_PQ",16,5501,100,81.13,11311.499460625675,1398311.4994606262
"IVF_PQ",32,5501,1,24.86,2312.8992412211046,7016312.899241221
"IVF_PQ",32,5501,550,88.42,1557.9293002455213,659557.9293002454
